"Page","Impressions","Clicks","CTR","Avg. Position"
"https://docta.me/doctors/aleksandra-arandjelovic","1","1","100%","2"
"https://docta.me/doctors/aleksandra-dudvarski-ilic?lang=en","1","0","0%","10"
"https://docta.me/doctors/selma-franca?lang=en","1","1","100%","1"
"https://docta.me/doctors/nebojsa-tasic","1","0","0%","2"
"https://docta.me/services/myers-cocktail-iv","1","0","0%","7"
"https://docta.me/doctors/rabrenovic-zorica","1","1","100%","1"
"https://docta.me/doctors/milica-vusurovic","1","0","0%","8"
"https://docta.me/doctors/49","1","2","200%","3"
"https://docta.me/services?serviceCategoryIds=11&cityIds=3","1","0","0%","2"
"https://docta.me/doctors/danko-zivkovic","1","1","100%","1"
"https://docta.me/clinics/dom-zdravlja-bar?lang=en","1","0","0%","2"
"https://docta.me/doctors/mersid-corovic","1","0","0%","3"
"https://docta.me/medicines/lenzetto-153mgpotisak-350","1","0","0%","8"
"https://docta.me/doctors/olga-kaludjerovic","1","0","0%","4"
"https://docta.me/doctors/barovic-dzankic-dubravka?lang=en","1","0","0%","7"
"https://docta.me/labtests/free-lambda-light-chains-in-urine","1","0","0%","5"
"https://docta.me/doctors/sinisa-glumicic","1","0","0%","6"
"https://docta.me/doctors/sabahudin-pupovic","1","0","0%","2"
"https://docta.me/doctors/tea-dakic","1","1","100%","1"
"https://docta.me/doctors/darko-nisavic","1","0","0%","2"
"https://docta.me/doctors/jevto-erakovic","1","1","100%","1"
"https://docta.me/doctors/milica-rajovic","1","0","0%","3"
"https://docta.me/services/panoramic-x-ray?cityIds=1","1","0","0%","3"
"https://docta.me/doctors/stanisic-nikola","1","0","0%","2"
"https://docta.me/services/vaginal-biopsy-under-sedation","1","0","0%","3"
"https://docta.me/labtests/aortic-valve-swab-culture-aerobic","1","0","0%","9"
"https://docta.me/doctors/asanin-zeljka","1","1","100%","3"
"https://docta.me/doctors/danijela-djurovic-raonic","1","0","0%","6"
"https://docta.me/doctors/gordana-ristic-basovic","1","0","0%","2"
"https://docta.me/clinics/malbaski-podgorica","1","2","200%","8"
"https://docta.me/clinics/dr-cetkovic-stomatoloska-ordinacija","1","0","0%","4"
"https://docta.me/doctors/jelena-knezevic","1","1","100%","1"
"https://docta.me/medicines/dolista-25mg","1","0","0%","5"
"https://docta.me/doctors/jelena-medojevic?lang=en","1","0","0%","7"
"https://docta.me/services/acp-therapy-plasma-for-joints","1","0","0%","2"
"https://docta.me/medicines/deksalgin-125mgg","1","1","100%","1"
"https://docta.me/services/liposuction-under-general-anesthesia?lang=en","1","1","100%","1"
"https://docta.me/doctors/jovicevic-ognjen","1","0","0%","3"
"https://docta.me/labtests/waaler-rose-test","1","0","0%","6"
"https://docta.me/doctors/predrag-dabovic?lang=en","1","1","100%","3"
"https://docta.me/clinics/medical-centar-budva?lang=en","1","0","0%","10"
"https://docta.me/services/abdomen-ultrasound?cityIds=7","1","0","0%","3"
"https://docta.me/clinics/79","1","0","0%","1"
"https://docta.me/doctors/aleksandra-spasic-jokmanovic","1","0","0%","5"
"https://docta.me/clinics/luca-medical-podgorica?lang=en","1","0","0%","2"
"https://docta.me/services/diaphragm-surgery-lesion-excision-resection-suturing","1","1","100%","3"
"https://docta.me/doctors/jevdokimova-viktorija?lang=en","1","0","0%","7"
"https://docta.me/doctors/vaganova-olga","1","0","0%","4"
"https://docta.me/doctors/miodrag-radunovic?lang=en","1","0","0%","4"
"https://docta.me/clinics/hipokrat-poliklinika-podgorica/doctors?lang=tr","1","0","0%","2"
"https://docta.me/services/3420","1","0","0%","6"
"https://docta.me/clinics/sotir-dental-centar-podgorica","1","1","100%","1"
"https://docta.me/medicines/tregona-5mg","1","3","300%","6"
"https://docta.me/doctors/kaludjerovic-rade","1","0","0%","2"
"https://docta.me/medicines/tamsulosin-hf","1","1","100%","7"
"https://docta.me/medicines/sigene-50mg","1","1","100%","2"
"https://docta.me/doctors/zarko-calovic?lang=en","1","0","0%","4"
"https://docta.me/clinics/codra-hospital-podgorica?lang=en","1","0","0%","7"
"https://docta.me/doctors/milovan-roganovic","1","0","0%","5"
"https://docta.me/doctors/aleksandar-stefanovic","1","0","0%","8"
"https://docta.me/clinics/zecevic-dental-budva","1","0","0%","9"
"https://docta.me/labtests/myositis-profile?lang=en","1","0","0%","7"
"https://docta.me/doctors/bakic-nikola","1","0","0%","2"
"https://docta.me/doctors/dragana-dragas","1","0","0%","6"
"https://docta.me/doctors/zanka-cerovic?lang=en","1","1","100%","3"
"https://docta.me/clinics/moj-lab-podgorica-1?lang=en","1","0","0%","10"
"https://docta.me/services/x-ray-wrist","1","0","0%","8"
"https://docta.me/doctors/jadranka-lakicevic","1","1","100%","1"
"https://docta.me/medicines/gino-daktanol","1","0","0%","7"
"https://docta.me/doctors/aleksandra-bozovic","1","1","100%","7"
"https://docta.me/doctors/djurovic-dragan","1","1","100%","1"
"https://docta.me/services/hyalubrix-60mg-with-clinic-ampoule","1","1","100%","1"
"https://docta.me/doctors/zoja-stankovic","1","4","400%","1"
"https://docta.me/doctors/nisavic-toma","1","0","0%","2"
"https://docta.me/doctors/miskulin-mladen","1","0","0%","5"
"https://docta.me/services/3287","1","0","0%","6"
"https://docta.me/doctors/elena-arsova","1","1","100%","2"
"https://docta.me/services/rhinoplasty","1","1","100%","2"
"https://docta.me/clinics/apolonia-rasovic-stomatoloska-ordinacija-podgorica","1","0","0%","5"
"https://docta.me/doctors/srdjan-sretenovic","1","1","100%","1"
"https://docta.me/doctors/111","1","0","0%","9"
"https://docta.me/doctors/irena-ljutica","1","1","100%","2"
"https://docta.me/medicines/actawell-25mg","1","0","0%","7"
"https://docta.me/clinics/dom-zdravlja-budva","1","1","100%","5"
"https://docta.me/clinics/ars-medica-specijalna-bolnica/reviews","1","1","100%","5"
"https://docta.me/services/3508","1","1","100%","1"
"https://docta.me/medicines/jakavi-15mg?lang=tr","1","0","0%","4"
"https://docta.me/clinics/aesthetic-medical-centar-barovic-dr-aleksandra-barovic","1","0","0%","4"
"https://docta.me/medicines/bedoxin-50mg2ml","1","0","0%","8"
"https://docta.me/medicines/aspirin-500","1","0","0%","6"
"https://docta.me/doctors/ana-kalezic?lang=en","1","0","0%","1"
"https://docta.me/doctors/baranova-olga","1","0","0%","7"
"https://docta.me/doctors/dragica-milikic","1","1","100%","6"
"https://docta.me/doctors/enisa-pupovic","1","1","100%","1"
"https://docta.me/clinics/dr-zejnilovic-pzu-dnevna-bolnica","1","0","0%","5"
"https://docta.me/doctors/ana-music?lang=en","1","1","100%","1"
"https://docta.me/doctors/jovovic-predrag","1","1","100%","2"
"https://docta.me/services/surface-biopsy-punch-system","1","0","0%","3"
"https://docta.me/doctors/raicevic-dragoljub","1","0","0%","7"
"https://docta.me/clinics/dr-veselinovic-stomatoloska-klinika?lang=de","1","0","0%","2"
"https://docta.me/clinics/endorfin-fizio-centar-niksic","1","1","100%","3"
"https://docta.me/labtests/315","1","0","0%","8"
"https://docta.me/medicines/monizol-20mg?lang=de","1","0","0%","5"
"https://docta.me/labtests/serotonin-in-24h-urine","1","1","100%","6"
"https://docta.me/doctors/miljenjka-tamara?lang=en","1","0","0%","1"
"https://docta.me/doctors/vuk-pesic","1","0","0%","2"
"https://docta.me/clinics/oftalmoloski-centar-dr-raonic-podgorica?lang=en","1","0","0%","8"
"https://docta.me/doctors/nermin-abdic","1","0","0%","1"
"https://docta.me/doctors/stefan-milivojevic?lang=en","1","0","0%","1"
"https://docta.me/labtests/tati","1","0","0%","3"
"https://docta.me/doctors/muhedin-kadic","1","1","100%","7"
"https://docta.me/clinics/moj-lab-budva","1","0","0%","5"
"https://docta.me/doctors/djordjije-saranovic","1","1","100%","9"
"https://docta.me/medicines/ursofalk","1","0","0%","6"
"https://docta.me/labtests/histopathology-needle-breast-biopsy-without-ihc","1","0","0%","3"
"https://docta.me/medicines/fovelid-500mg-1979","1","0","0%","5"
"https://docta.me/clinics/malbaski-podgorica?lang=en","1","0","0%","5"
"https://docta.me/clinics/endorfin-fizio-centar-niksic?lang=en","1","0","0%","1"
"https://docta.me/doctors/tanja-cadjenovic-nikolic","1","1","100%","1"
"https://docta.me/doctors/jovovic-predrag?lang=en","1","0","0%","5"
"https://docta.me/clinics/tesla-medical-berane?lang=en","1","0","0%","5"
"https://docta.me/clinics/spa-medica-podgorica","1","0","0%","3"
"https://docta.me/medicines/aspirin-complex-hot?lang=en","1","0","0%","9"
"https://docta.me/doctors/613","1","0","0%","8"
"https://docta.me/services/3288","1","0","0%","7"
"https://docta.me/services/transthoracic-diaphragm-plication","1","1","100%","5"
"https://docta.me/labtests/monosticon","1","0","0%","5"
"https://docta.me/labtests/1360","1","0","0%","3"
"https://docta.me/doctors/vlatko-raicevic","1","0","0%","1"
