X06019	Stavljanje zavoja za oko - veliki zavoj	5466
X06020	Perimetrija - određivanje širine vidnog polja	5467
X06021	Ispitivanje stereo vida - Titmus stereo test	5468
X06022	Šinerov test	2273
X06023	Aplikacija lijeka lokalno	5469
X06024	Okluzija	5470
X06025	Keratometrija po Javalu kod djece i odraslih	5471
X06026	Penalizacija - njeno doziranje i provjeravanje u kabinetu	5472
X06027	Ispitivanje supresije i binokularnog vida na Worth-u	5473
X06028	Epilacija elektrolizom ili elektrokoagulacijom - seansa	
X06029	Eutiskopija u Cupersu i etapama	5474
X06030	Vježbe na koordinatoru	5475
X06031	Vježbe u prostoru	5476
X06032	Vježbe elastičnosti akomodacije - konvergencije kod akomodativnih strabizama	5477
X06033	Pregled ortoraktorom i interpretacija nalaza svih funkcija	5478
X06034	Egzoftalmometrija	5479
X06035	Egzoftalmometrija	4247
X06036	Ispitivanje polja pogleda - ispitivanje binokularnog vičnog polja	5480
X06037	Ispitivanje diplopija, paraliza i pareza (Hess-Lancaster test)	5481
X06038	Vježbe fuzije na sinoptoforu - sa naknadnim i realnim slikama	5482
X06039	Vježbe protiv ARK u prostoru	5483
X06040	Vježbe protiv ARK u prostoru (metode eliminacije)	5484
X06041	Određivanje i probanje dodatne prizme na korekciono staklo	5485
X06043	Gonioskopski pregled	4238
X06044	Vous kod simulacije i agravacije	5486
X06045	Dnevna kriva očnog pritiska sa analizom 6-8 mjerenja	2279
X06046	Ispitivanje polja vida i binokularnog vida kod paralize	5487
X06047	Tonometrija - aplanaciona	1626
X06048	Nagel anomaloskopija	5488
X06049	Obučavanje pacijenata za nošenje kontaktnih sočiva	4241
X06050	Test provokacije sa glaukom	5489
X06051	Fluoresceinska oftalmoskopija	5490
X06052	Fluoresceinska biomikroskopija	5491
X06053	Intervencije laserom - manje (kod promjena na konjunktivi, rožnjači i dužici, kod glaukoma, katarakte sek.) po seansi	5492
X06054	Određivanje i postavljanje kontaktnih sočiva	
X06055	Fluoresceinska angiografija očnog dna	3614
X06056	Intervencije laserom - veće (intervencije na očnom dnu kod retinopatije, vaskularnih oboljenja mrežnjače, degenerativne promjene mrežnjače, tumora na očnom dnu, kod ablacije retine, rupture retine) po seansi	5493
X06057	Određivanje naočara na usku zjenicu bez astigmatizma	5494
X06058	Određivanje naočara na široku zjenicu bez astigmatizma	5495
X06059	Određivanje naočara na usku zjenicu sa astigmatizmom	5496
X06060	Skijaskopija kod odraslih	5497
X06061	Određivanje refrakcije na široku zjenicu sa astigmatizmom	5498
X06062	Ispiranje suznih puteva kod odraslih	1628
X06063	Ispiranje suznih puteva kod djece	4254
X06064	Sondiranje suznih kanala kod odraslih	2287
X06065	Sondiranje suznih kanala kod djece	2286
X06066	Farnsworth test	5499
X06067	Pahimetrija	5500
X06068	Pupilometrija	5501
X06069	Ispitivanje osjećaja svjetlosti za projekciju	5502
X06070	Kompjuterizovano određivanje naočara (refraktometrija)	4237
X06071	Fotografisanje očnog dna fundus kamerom	3615
X06072	Ekzoftalmo chalazionis kod odraslih	2281
X06073	Indirektna oftalmoskopija pomoću binokularnog oftalmoskopa	2280
X06074	Ekzoftalmo chalazionis kod djece	5503
X06075	Određivanje naočara za djecu	5504
X06076	Određivanje i propisivanje naočara kod astigmatizma i heteroforije	5505
X06077	Davanje injekcije peribulbarno, parabulbarno i subtenonijalno	5506
X06078	Oftalmološki pregled biomikroskopom	5507
X06079	OCT (optička koherentna tomografija)	5508
X06080	Skijaskopija kod djece	3611
X06081	Ispitivanje osjetljivosti na boje pomoću anomaloskopa	5509
X06082	Kiretaža Meibomove žljezde	5510
X06083	Termokauterizacija	5511
X06084	Fotosnimak oka u jednoj ekspoziciji	5512
X06085	Fotosnimak oka u devet pravaca	5513
X06086	Fotosnimak prednjeg segmenta očnog dna u koloru	5514
X06087	Perimetrija - statičko određivanje centriranog vidnog polja	5515
X06088	Perimetrija profilna "Tubinger"	5516
X06089	Adaptometrija	5517
X06090	Adaptacija - ispitivanje brze adaptacije pomoću tablica po Purkinje - Kraikov-u	5518
X06091	Adaptacija - ispitivanje po Tubingeru	5519
X06092	Ispitivanje motiliteta	5520
X06093	Vježbe mišića u prostoru ili na aparatu	5521
X06094	Vježbe vida, opšti supresije	5522
X06095	Tonografija	5523
X06096	Dijafanoskopija	5524
X06097	Fluoresceinska proba prolaznosti suzilih puteva	5525
X06098	Fluoresceinska proba rožnjače	5526
X06099	Ispitivanje makularne funkcije Amslerovom mrežom	5527
X06100	Ispitivanje fiksacije prizmama (Cower test)	5528
X06101	Ispitivanje osjećaja svjetlosti pri ispitivanju dvoslike - motilitet	5529
X06102	Testovi opterećenja i rasterećenja u dijagnostici primarnog glaukoma otvorenog ugla	5530
X06103	HRT (Hajdelberg retino tomografija)	5531
X26001	Elektroretinografija	5884
X26002	Intravitrealna aplikacija lijeka	5885
S08001	Prvi pregled - maksilofacijalni hirurg	
S08002	Ponovni (kontrolni) pregled - maksilofacijalni hirurg	
X28001	Uklanjanje distraktora	7969
X28002	Repozicija luksacije mandibularni zglob	7970
X28003	Aktivacija mandibularnog odiljenja	7971
X28004	Ekstraoralna incizija abscesa	5589
X28005	Intraoralna incizija abscesa	5579
X28006	Kauterizacija kože lica	7972
X28007	Sklerozacija benignih tumora kože lica	7973
X28008	Sijalometrija	7974
X28009	Plasiranje kanile u angularnu venu	7975
X28010	Ekstrakcija zuba - hiruška	1718
X28011	Prelom-alveolarnog grebena	7976
X28012	Imobilizacija vilica - privremena	7977
X28013	Imobilizacija vilica - fac. šine	7978
X28014	Hiruška ekscizija krune zuba	7979
X28015	Konzervativno liječenje oroantralne komunikacije	7980
X28016	Oroantralno zatvaranje - bez sinusa	7981
S09001	Prvi pregled - dječji hirurg	
S09002	Ponovni (kontrolni) pregled - dječji hirurg	
C03001	Prvi pregled - ginekolog-akušer	4866
C03002	Ponovni (kontrolni) pregled - ginekolog-akušer	4867
C03003	Prvi specijalistički pregled u dječijoj i adolescentnoj dobi	4868
C03004	Ponovni specijalistički pregled u dječijoj i adolescentnoj dobi	4869
X04001	Sekret vagine	5403
X04004	Citohormonalna analiza razmaza	5404
X04005	Aplikacija lijeka u grlic materice	5405
X04007	CTG-kardiotokografija u trudnoći	5406
X04010	Amnioskopija u trudnoći	5407
X04011	Arteficijalni prekid trudnoće do 3 mjeseca-kiretaža	5408
X04012	Prekid trudnoće (medikamentozni prekid trudnoće, upotreba laminarija, upotreba hidrauličnog balon-dilatatora)-nakon 12. n.g.	5409
X04013	Eksploraciona kiretaža	5410
X04014	Histerometrija	5448
X04015	Skidanje cerclage-a	5411
X04016	Punctio cavi Douglasi, drenaža pelvičnog abscesa, colpotomija	5412
X04017	Razvoj laktacije i prevencija komplikacija kod prvorotki	5413
X04018	Tuširanje erozija	5414
X04019	Kontrola mehaničkog kontraceptivnog sredstva	5415
X04020	Liječenje ragada	5416
X04021	Liječenje staze	5417
X04022	Incizija puerperalnog abscesa dojke	5418
X04023	Kolposkopski pregled	2232
X04024	Incizija i drenaža abscesa Bartholinijeve žlijezde	5419
X04025	Uzimanje biopsije labija i vulve	5420
X04026	Presjecanje himena	3292
X04028	Revizija cerviksa	5421
X04029	Amnioskopija	5422
X04032	Dilatacija cerviksa (instrumentalna)	5423
X04033	Intratubarna injekcija antibiotičke supstance	5424
X04034	Hladna koagulacija promjena na grliću materice	5425
X04035	Vulvoskopija	5426
X04036	Uzimanje uzorka radi histološkog pregleda endometrija	5427
X04037	Uzimanje biopsije vagine	5428
X04038	Uzimanje biopsije cerviksa ili endometrijuma	5429
X04039	Polipektomija (grlića materice, duplje materice)	5430
X04040	Abrazija kondiloma vulve i vagine	5431
X04041	Insuflacija tuba, po seansi (max.3 seanse)	5432
X04042	Ultrazvučni pregled žene	2233
X04043	Ultrazvučni pregled u toku trudnoće	5433
X04044	Dovršavanje inkompletnog pobačaja do 3 mjeseca-kiretaža	5434
X04045	Rekiretaža (poslije porođaja, abortusa, explorativne kiretaže)	5435
X04046	Punkcija plodove vode kod polihidramniona	5436
X04047	Kiretaža kod postpartalnog krvavljenja	5437
X04048	Ekstirpacija Bartholinjeve ciste (Extirpatio cystis glandulae Bartholini)	5438
X04049	Dilatacija introitusa vagine sa anestezijom	5439
X04050	Incizija i drenaža abscesa vulve	5440
X04051	Transvaginalna Douglas-ova punkcija cistične mase	5441
X04052	Operacije ciste vagine	5442
X04053	Kolporafija-šav većih povreda vagine, neakušerskih	5443
X04054	Ekscizija benignih lezija vagine	5444
X04055	Uklanjanje tumora vaginalnog zida	5445
X04056	Kolpoperineorafija-šav većih povreda vagine i perineuma, neakušerskih	5446
X04057	Aplikacija IUD	2235
X04058	Uklanjanje IUD	2236
X04059	Postkoitalni test ili Sims-Hunarov test	5447
X04060	Citološki bris po Papanikolau	2259
X04061	Elektrokoagulacija cerviksa uterusa-površina po seansi (max. tri seanse)	5448
X04062	Ekscizija himena	5449
X04063	Ekspertski ultrazvučni pregled u trudnoći	2234
X04064	Dilatacija i kiretaža-odstranjenje mole hydatidoses, mrtvog ploda (missed abortion)	5450
X04065	Uklanjanje vaginalnih septuma	5451
X04066	Metroplastika	5452
X04067	Ekstrakcija stranog tijela iz vagine	5453
X04068	Biopsija horionskih čupica	5454
X04069	Amniocenteza	4395
X04070	Kordocenteza	5455
A01001	Prvi pregled - anesteziolog	4861
X15001	Specijalna anestezija/analgezija	5824
X15002	Centralni nervni blokovi za izvođenje hirurških intervencija	5825
X15003	Konverzija ritma elektrošokom	
X15004	Plasiranje centralnog venskog katetera	5827
X15005	Konverziia ritma elektrosokom	5826
X15006	Plasiranje centrainog venskog katetera	5827
X15007	Sedacija i anestezija za izvođenje ambulantnih hirurških intervencija	5828
X15008	Aplikacija u jednoj tački - farmakopunktura	5829
X15009	Blokada interkostalnih nerava	5830
X15010	Blokada drugih perifernih živaca	5831
X15011	Lumbalna, sakralna i kokcigealna blokada	5832
X15012	Pudendalna blokada	5833
X15013	Ilioingvinalna ili iliohipogastrična blokada	5834
X15014	Blok nervus ischiadicus	5835
X15015	Blok plexus brachialis	5836
X15016	VIMA (uvod i održavanje inhalacionom anestezijom)	5837
X15017	Kardiopulmonalno cerebralna reanimacija	5838
X15018	Tretiranje bolesnika koji imaju respiracionu insuficijenciju sa respiratorom za 1h efektivnog rada jedna specijalisticka (najviše 2 sata)	5839
X15019	Kontinuirana epiduralna anestezija/analgezija	5840
X15020	Plasiranje laringealne maske	5841
X15021	I.V. regionalna anestezija	5842
X15023	TIVA (totalna intravenozna anestezija)	5843
X15024	Kombinovana spinalna i epiduralna anestezija	5844
X15025	Kaudalna anestezija/analgezija	5844
X15026	Kaudalna anestezija/analgeziija	5845
X15027	Kontinuirani periferni blok	5846
X15028	Postavljanje arterijskog katetera	5847
X15029	Postavljanje epiduralnog katetera	5848
002093	Fistuiotomija ili fistulektomiia,kompleksa	
D02001	Ekscizija pilonidalnog sinusa ili ciste - otvorena	3368
D02002	Tireoidektomija parcijalna	5954
D02003	Splenektomija obična ili kod traumatske rupture	5955
D02004	Splenektomija obicna ili kod traumatske rupture	5956
D02005	Reparacija ingvinalne hernije, bez mrežice jednostrano	5957
D02006	Apendektomija	3413
D02007	Eksploracija trbušne duplje (eksplorativna laparotomija)	3425
D02008	Parcijalna gastrektomija sa gastrojejunalnom anastomozom (Billroth II)	5958
D02009	Sutura perforiranog ulkusa ili lezije želuca	5959
D02010	Kolektomija, parcijalna sa anastomozom sa ili bez proksimalne cekostomije	5960
D02011	Spoljašnja fistulizacija debelog crijeva	5961
D02012	Dezinvaginacija crijeva (bez resekcije)	5962
D02013	Holecistektomija (sa intraoperativnom holangiografijom)	3416
D02015	Gastrojejunalna anastomoza	3461
D02016	Spoljašnja fistulizacija tankog i debelog crijeva zbog ulcer.kolita	5963
D02017	Odvajanje abdominalnih priraslica (ileus)	5964
D02019	Primarni šav fleksorne tetive	5965
D02020	Zašivanje crijeva sa kolostomijom	5966
D02021	Ginekomastija jednostrana	5967
D02022	Biopsija želuca, sa laparotomijom	5968
D02023	Ekscizija pilonidalnog sinusa ili ciste sa primarnim šavom	2130
D02024	Totalna tireoidektomija	3951
D02026	Reparacija femoralne hernije, bez mrežice jednostrano	5969
D02027	Supraumbilikalna i umbilikalna hernija	
D02028	Supraumbilikaina iumbilikalna hernija	3418
D02029	Operativno liječenje ukliještene hernije bez resekcije crijeva	3419
D02030	Operativno liječenje ukliještene hernije sa resekcijom crijeva	5970
D02031	Operacija Mekel-divertikula	5971
D02032	Evakuacija i drenaža intraperitonealnih abscesa	5972
D02034	Revizija gastroduodenalne anastomoze sa rekonstrukcijom	5973
D02035	Totalna kolektomija sa ileorektalnom anastomozom	3447
D02036	Plisiranje crijeva-Noble	5974
D02037	Sutura povrede tankog crijeva	5975
D02038	Hirurško zbrinjavanje povrede jetre (sutura, tamponada)	5976
D02039	Evakuacija hidatične ciste jetre (sutura bilijarnih komunikacija) - male (do 10cm u prečniku)	5977
D02040	Holedohotomija (T-drenaža)	5978
D02041	Derivacija pseudociste pankreasa izvođenjem crijevnom vijugom	5979
D02043	Abdominoperinealna resekcija kolona (Milles)	3436
D02044	Hemoroidektomija radikalna (Whitehead tipa)	5980
D02046	Vadenje stranog tijela iz rektuma rektainim putem (pomocu regionalne ili opste anestezije)	5981
D02047	Nekomplikovana flebektomija površnih vena donjih ekstremiteta	5982
D02048	Transrektalna drenaža pelvičnog abscesa	5983
D02049	Presjecanje i podvezivanje perforantnih vena na donjim ekstremitetima	5984
D02050	Lokalna ekscizija malih viloznih papiloma rektuma - EKT	5985
D02051	Hirurško zbrinjavanje analne fisure	5986
D02052	Kriptotomija, složena	5987
D02054	Ekscizija malignih i benignih lezija kože i potkože sa zatvaranjem defekta slobodnim transplantatom-manjim	5988
D02056	Pleuralna drenaža-plasiranje drena kroz međurebarni prostor	2131
D02057	Hitna ligatura zbog jake hemoragije glavnih krvnih sudova udova	5989
D02058	Sekundarna sutura abdominalnog zida zbog dehiscencije	5990
D02059	Ablacija malignog tumora abdominalnog zida	5991
D02060	Gastrotomija radi odstranjenja stranog tijela	5992
D02061	Revizija cekostomije	5993
D02062	Rasjecanje strikture rektuma	5994
D02063	Fistulotomija ili fistulektomija, submuskularna	5995
D02064	Tendorafija ekstenzorne tetive šake, primarna	5996
D02065	Laparoskopska apendektomija	3412
D02066	Reparacija ventralne hernije bez mrežice	5997
D02067	Reparacija ingvinalne ili femoralne hernije sa mrežicom jednostrano	5998
D02068	Plastika ventralne hernije sa Mesh-Prolen mrežicom	5999
D02070	Vađenje inficiranog implantata kod manjih preponskih hernija	6000
D02071	Laparoskopska reparacija ingvinalne hernije jednostrano	6001
D02072	Hernioplastika ingvinalna sa ekscizijom hidrocele	6002
D02073	Evakuacija retroperitonealnih abscesa	6003
D02074	Zatvaranje kolostome uspostavljanjem kontinuiteta debelog crijeva	6004
D02075	Radikalna disekcija limfnih čvorova preponskih površnih - unilateralno	6005
D02076	Hirurško zbrinjavanje unutrašnjih hemoroida	6006
D02077	Ekscizija malignih i benignih lezija kože i potkože sa zatvaranjem defekta slobodnim transplantatom-vecim	6007
D02078	Ekscizija malignih i benignih lezija kože i potkože sa zatvaranjem defekta lokalnim režnjem-manjim	6008
D02080	Liječenje unutrašnjih hemoroida gumenim ligaturama	6009
D02081	Laparoskopska reparacija femoralne hernije jednostrano	6010
D02082	Laparoskopska operacija incizione-ventralne hernije	6011
D02083	Laparoskopska apendektomija kod perforisanog apendicitisa	6012
D02084	Postavljanje trajnog katetera za dijalizu po Hickman-u	6013
D02085	Cekostomija	6014
D02086	Enukleacija ili resekcija strume-ciste	6015
D02087	Recidivantna ingvinalna hernija	4764
D02088	Recidivantna femoralna hernija	6016
D02089	Operativno liječenje vrlo voluminozne hernije (veličine dječije glave)	6017
D02090	Retroperitonealna eksploracija	6018
D02091	Enteroliza	6019
D02092	Laparoskopska biopsija jetre	4769
D02093	Fistulotomija ili fistulektomija, kompleksna	6020
D02094	Laparoskopska eksploracija trbušne duplje	6021
D02095	Tendorafija više ekstenzornih tetiva šake, primarna	6022
D02097	Laparoskopska eksploracija trbusne duplje	6023
D02098	Hernioplastika ingvinalna, bilateralna	6024
D02099	Laparoskopska operacija ingvinalne hernije obostrana	6025
D02100	Perikardiotomija	6026
D02101	Hitna ligatura zbog jake hemoragije, glavnih krvnih sudova vrata, karlice i gluteusa	6027
D02103	Ligiranje karotidne arterije	6028
D02104	Recidivantna ventralna hernija	4761
D02105	Apendektomija sa razvijenim difuznim peritonitisom	6029
D02106	Operativno zatvaranje gastrostomije	6030
D02107	Radikalna disekcija limfnih čvorova preponskih površnih - bilateralno	6031
D02108	Ekscizija malignih i benignih lezija kože sa zatvaranjem defekta lokalnim režnjem-vecim	6032
D02109	Recidivantna hernija preponskog kanala koja je rađena PHS metodom bez infekcije implantata	6033
D02110	Ekscizija intraabdominalnih ili retroperitonealnih tumora ili cista	6034
D02111	Šavovi mezenterijuma	6035
D02112	Parcijalna gastrektomija sa gastroduodenalnom anastomozom (Billroth I)	6036
D02113	Zatvaranje fekalne fistule	6037
D02114	Biopsija pankreasa-samostalna operacija	6038
D02115	Incizija (arteriotomija) i embolektomija arterija donjih ekstremiteta	6039
D02116	Liječenje putem laparotomije lumbalnih ili obturatornih hernija	6040
D02117	Kreiranje nutritivne gastrostomije	6041
D02118	Spoljašnja fistulizacija, tankog crijeva	6042
D02120	Abdominalna drenaža pankreatita	6043
D02121	Laparoskopska sutura perforiranog ulkusa ili lezije želuca	6044
D02122	Ligatura vene cave inferior	6045
D02123	Zatvaranje rana ili rupture ezofagusa cervikalni	6046
D02124	Vađenje inficiranog implantata kod velikih ventralnih hernija	6047
D02125	Recidivantna hernija koja je rađena PHS metodom bez infekcije implantata	6048
D02126	Tireoidektomija parcijalna, bilateralna manja	6049
D02127	Hitna ligatura zbog jake hemoragije glavnih krvnih sudova glave, toraksa, abdomena	6050
D02128	Hitna torakotomija zbog odstranjivanja grumena krvi, krvavljenja	6051
D02129	Hernioplastika ventralna, incizione hernije	6052
D02130	Hernioplastika dijafragmalna, abdominalni pristup	6053
D02131	Hernija sa resekcijom crijeva	6054
D02132	Lokalna ekscizija polipa i benignog tumora želuca	6055
D02133	Enterotomija radi polipa ili vađenja stranog tijela	6056
D02134	Eksteriorizacija crijeva (Mikuliseva operacija)	6057
D02135	Ekscizija jedne ili više lezija bez anastomoza, fistulizacije ili eksteriorizacije, kroz jednu enterotomiju	6058
D02136	Enteroenterostomija	6059
D02137	Resekcije tankog crijeva sa anastomozom	6060
D02138	Direktna anastomoza žučne kese sa gastrointestinalnim traktom	6061
D02139	Ekscizija rektalnog prolapsa anastomozom-perinealni pristup	6062
D02140	Zatvaranje retrovezikalne fistule	6063
D02141	Laparoskopska holecistektomija	3414
D02143	Tireoidektomija subtotalna bilateralna velika	6064
D02144	Unutrašnja defibrilacija srca kroz torakotomiju	6065
D02146	Zatvaranje rana ili rupture ezofagusa torakalni	6066
D02147	Torakolaparotomija eksplorativna	6067
D02148	Lokalna ekscizija polipa i benignog tumora želuca (resekcija proširena)	6068
D02149	Operativno zatvaranje gastrokolične fistule	6069
D02150	Ekscizija jedne ili više lezija bez anastomoza, fistulizacije ili eksteriorizacije, kroz multiplu enterotomiju	6070
D02151	Resekcije tankog crijeva sa formiranjem stome	6071
D02152	Redukcija volvulusa, intussuscepcije putem laparotomije sa resekcijom i anastomozom	6072
D02153	Sutura povrede debelog crijeva	6073
D02154	Segmentna resekcija jetre	3421
D02155	Hirurško zbrinjavanje abscesa jetre	6074
D02156	Ekscizija limfnih čvorova karlice, abdomena, retroperitoneuma (dijagnostička, terapijska) - unilateralno	6075
D02157	Holecistektomija, holedohostomija sa eksploracijom, drenažom ili odstranjivanjem kalkulusa	6076
D02158	Holedohotomija sa kreiranjem bilijarno-intestinalne anastomoze	6077
D02159	Pankreatektomija, subtotalna	6078
D02160	Laparoskopska kolektomija	6079
D02161	Direktna anastomoza intrahepatičnih žučnih puteva i gastrointestinalnog trakta	6080
D02162	Holecistektomija sa otvorenom eksploracijom holedokusa, radiomanometrija sa holangiografijom	6081
D02163	Evakuacija hidatične ciste jetre (sutura bilijarnih komunikacija) - veća	6082
D02164	Holecistektomija sa transduodenalnom sfinkterotomijom	6083
D02165	Operacije zbog traumatske rupture dijafragme sa prolapsom organa abdomena	6084
D02166	Sutura srca kod povrede	6085
D02167	Hitna torakotomija zbog odstranjivanja grumena krvi, krvavljenja iz aorte, šupljih vena ili pulmonalnih sudova koja se mogu rješiti suturom suda	6086
D02168	Pankreatokojejunostomija	6087
D02169	Interna direktna anastomoza ciste gastrointestinalnog trakta	6088
D02170	Ekscizija rektalnog prolapsa anastomozom-abdominalni perinealni pristup	6089
D02171	Terapija ozljeda analnog predjela, lezija rektuma sa laparotomijom	6090
D02172	Revizija gastrojejunalne anastomoze sa rekonstrukcijom (ulcus pepticum jejuni)	6091
D02173	Ekscizija limfnih čvorova karlice, abdomena, retroperitoneuma (dijagnostička, terapijska) - bilateralno	6092
D02175	Totalna gastrektomija sa splenektomijom, omentektomijom i proširenom disekcijom čvorova	3460
D02177	Cefalična duodenopankreatektomija (Whipplae)	3423
D02178	Kolotomija (za strana tijela, polipe i sl.)	6094
D02179	Zatvorena intrapleuralna pneumoliza	6095
D02184	Tumorektomija laparoskopska	6096
D02185	Hernija TEP ingvinalna direktna unilateralna	6097
D02186	Hernija TEP ingvinalna indirektna unilateralna	6098
D02187	Hernija TAPP ingvinalna direktna unilateralna	6099
D02188	Hernija TAPP ingvinalna indirektna unilateralna	6100
D02189	Hernija epigastrična	6101
D02190	Hernija umbilikalna laparoskopska operacija	4765
D02191	Hernija TEP femoralna unilateralna	6102
D02192	Hernija TAPP femoralna unilateralna	6103
D02193	Uklještena ingvinalna hernija-laparoskopska op.	6104
D02194	Recidivantna ingvinalna hernija laparoskopska operacija	6105
D02195	Staging laparoskopija	6106
D02196	Laparoskopska dezinvaginacija (bez resekcije)	6107
D02197	Laparoskopsko odvajanje abdominalnih priraslica (ileus)	6108
D02198	Hernija TAPP ingvinalna direktna bilateralna	6109
D02199	Hernija TAPP ingvinalna indirektna bilateralna	6110
D02200	Hernija TEP ingvinalna direktna bilateralna	6111
D02201	Hernija TEP ingvinalna indirektna bilateralna	6112
D02202	Perforativni ulkus želuca sa biopsijom laparoskopske operacije	6113
D02204	Hernija TAPP femoralna bilateralna	6114
D02205	Hernija TEP femoralna bilateralna	6115
D02206	Perforacija ulkusa duodenuma laparoskopska operacija	6116
D02208	Hemostaza kod povrede jetre (sutura, koagulacija)-laparoskopska op.	6117
D02210	Hiatus hernija - laparoskopska op.	6118
D02211	Sutura traumatske povrede slezine laparoskopska	6119
D02212	Dvotrebna resekcija želuca-laparoskopska op.	3456
D02213	Piloroplastika-laparoskopska op.	6120
D02214	Totalna vagotomija-laparoskopska op.	6121
D02215	Selektivna vagotomija-laparoskopska op.	6122
D02216	Vađenje stranog tijela iz rektuma rektalnim putem (pomoću regionalne ili opšte anestezije)	6123
D02217	Sutura dijafragme kod povrede ili spontane rupture - laparoskopska	6124
D02218	Ekscizija benignih tumora dojke unilateralno	
D02219	Holedohotomija sa ekstrakcijom kalkulusa kod holedoholitijaze sa primarnim šavom laparoskopska	6125
D02220	Holedohotomija sa ekstrakcijom kalkulusa kod holedoholitijaze sa T drenažom-laparoskopska	6126
D02221	Hemikolektomija lijeva laparoskopska sa kolorekto anastomozom	6127
D02222	Hemikolektomija lijeva laparoskopska sa kolorekto anastomozom	6128
D02223	Atipične resekcije jetre unilateralno	6129
D02224	Lijeva pankreatektomija-laparoskopska op.	6130
D02225	Distalna pankreatektomija sa splenektomijom - laparoskopska op.	6131
D02226	Sutura srca kod povrede	6132
D02227	Holedohoduodeno anastomoza - laparoskopska op.	6133
D02228	Holedohojejuno anastomoza-laparoskopska op.	6134
D02230	Hartmanova procedura laparoskopska	3445
D02231	Parcijalna gastrektomija sa gastrojejunalnom anastomozom - laparoskopska	6135
D02232	Piloroplastika sa selektivnom vagotomijom	6148
D02233	Izvođenje derivacione stome kolona bez resekcije	6136
D02234	Lijeva lobektomija jetre-laparoskopska op.	
D02236	Hemikolektomija desna laparoskopska sa ileotransverzo anastomozom	3443
D02237	Totalna gastrektomija sa splenektomijom, omentektomijom i proširenom disekcijom čvorova - laparoskopska	6137
D02239	Totalna kolektomija sa ileorektalnom anastomozom - laparoskopska	6138
D02241	Desna lobektomija jetre-laparoskopska op.	6139
D02242	Desna lobektomija jetre-laparoskopska op.	
D02243	Laparoskopska metastazektomija jetre	6140
D02244	Incizija i drenaža abscesa pankreasa	6141
D02245	Laparoskopska operacija Mekel-divertikula	6142
D02246	Laparoskopska evakuacija i drenaža intraperitonealnih abscesa	6143
D02247	Laparoskopska evakuacija ciste abdominalnih organa izvan jetre	6144
D02248	Kreiranje nutritivne jejunostome (Witzel)	6145
D02249	Fundoplikacija abdominalnim pristupom sa korekcijom dijafragmalnog hiatusa	6146
D02250	Resekcija sigme i gornjeg rektuma sa kreiranjem derivacione stome (Hartmann)	6147
D02252	Izvođenje derivacione stome kolona bez resekcije	6149
D02253	Desna hemikolektomija ( i proširena) sa anastomozom	3442
D02254	Desna hemikolektomija ( i proširena) sa formiranjem stome	6150
D02255	Lijeva hemikolektomija sa anastomozom	3440
D02256	Lijeva hemikolektomija sa formiranjem stome	3439
D02257	Lijeva hemikolektomija sa formiranjem stome - laparoskopska	6151
D02258	Subtotalna kolektomija sa anastomozom (desni, transverzalni i lijevi kolon)	6152
D02259	Subtotalna kolektomija sa formiranjem stome (desni, transverzalni i lijevi kolon)	6153
D02260	Flebektomija površnih vena donjih ekstremiteta zbog recidiva varikoziteta	6154
D02261	Resekcije jetre (višesegmenta, lijeva i desna lobektomija, proširena lobektomija)	3470
D02262	Evisceracija pelvisa	6155
D02263	Supraselektivna vagotomija-laparoskopska op.	
D02264	Veća resekcija vene saphene externe i susjednih vena, unilateralna	5955
D02265	Cefalična duodenopankreatektomija (Whipplae) - laparoskopska	
D02266	Transversokolektomija laparoskopska	
D02267	Kolektomija sa totalnom proktektomijom i ileostomijom	6093
D02268	Ekscizija komplikovane analne fistule	6021
D08001	Hirurška korekcija hipospadije	
D08002	Izvođenje operativnog zahvata kriptorhizma	
D08003	Operativno liječenje ingvinalnih hernija, funikula i hidrokele	
D08004	Izvođenje operativnog zahvata megakolona i drugih anomalija debelog i tankog crijeva	
D08005	Operativne korekcije omfalocele, gastroshize i sakralnog teratoma	
D08006	Izvođenje operativnog zahvata atrezije crijeva kod novorođenčadi	
D08007	Ekstirpacija retroperitonealnog tumora kod djece	
D08008	Splenektomija kod hematoloških oboljenja kod djece	
D08009	Izvođenje operativnog prolapsa anusa i rektuma kod djece	
D08010	Izvođenje operativnog zahvata rekto-urogenitalne fistule kod djece	
D08011	Izvođenje operativnog zahvata povrede duodenuma i retroperitonealnih organa	
D08012	Ureterosigmoidostomija kod djece	
D08013	Ureterocistomeostomija i antirefluks izvođenje operativnih zahvata kod djece	
D08014	Osteosinteza kod djece	
D08015	Izvođenje operativnog zahvata urođenih tumora vrata (hemangiomi, cistični fibromi i vratne medijalne i lateralne ciste vrata)	
D08016	Izvođenje operativnog zahvata urođenih malformacija dijafragme	
D08017	Izvođenje operativnog zahvata atrezije jednjaka	
D08018	Izvođenje operativnog zahvata deformiteta grudnog koša- pectus excavatum et carinatum	
D08019	Izvođenje operativnog zahvata hipertrofične stenoze pilorusa	
D08020	Izvođenje operativnog zahvata urođenih obstrukcija duodenuma	
D08021	Izvođenje operativnog zahvata opstrukcija tankog crijeva	
D08022	Izvođenje operativnog zahvata anorektalnih malformacija (atrezija anusa, cloaca)	
D08023	Izvođenje operativnog zahvata ileusa kod urođenih anomalija gastrointestinalnog trakta	
D08024	Izvođenje operativnog zahvata malformacija pupka	
