D29023	Rekonstrukcija skalpa sa očuvanim periostom, slobodnog transplantata, manja	
D29024	Korekcija ektropion kapaka lokalnim režnjem ili slobodnim transplantatom, jednostrana	
D29025	Rekonstrukcija obrve slobodnim transplantatom obostrana ili "Z" plastika obrve	
D29026	Korektivna rinoplastika bez osteotomije	
D29027	Rekonstrukcija kolumnele nosa lokalnim režnjem kože	
D29028	Revizija i zbrinjavanje kožne rane na podlaktici i zapešću ili hirurško zbrinjavanje velike rane na drugim djelovima tijela. Isključuje se mjesto otvorenog preloma	
D29029	Revizija amputacionog batiljka	
D29030	Rekonstrukcija nosnog otvora ili nosne šupljine slobodnim transplantatom	
D29031	Ekscizija rinofime slobodnim transplantatom kože	
D29032	Korekcija nosnog vrha ili krila pomoću lokalnog rekonstrukcije usne	
D29033	Rekonstrukcija usne sekundarna ili usnog ugla jednostrana	
D29034	Resekcija malignih tumora usne i neposrednih koštanih struktura bez primarne rekonstrukcije	
D29035	Korekcija kupolastog uha ili druge korekcije manjih deformiteta ušne školjke	
D29036	Amputacija ušne školjke	
D29037	Rekonstrukcija kože lica lokalnim režnjem ili slobodnim transplantatom kože, manja	
D29038	Ritidoplastika čela-lica, (lokalni režanj)	
D29039	Korekcija dezmogenih kontraktura vrata metodom "Z" plastike ili slobodni transplantat, manja	
D29040	Ritidoplastika vrata	
D29041	Zatvaranje fistule kožnog jednjaka na vratu ili antetrakalnog jednjaka lokalnim režnjem	
D29042	Ekscizija hemangioma lica ili čela sa rekonstrukcijom defekta tabularnim režnjem	
D29043	Reparaturni zahvati kod Furnijerove gangrene penisa	
D29044	Revizija ili neurorafija medijanusa ili ulnarisa u visini dlana ili ručnog zgloba, sekundarna, bez hirurškog mikroskopa	
D29045	Neurorafija medijanusa ili ulnarisa u visini dlana ili ručnog zgloba, primarna, bez hirurškog mikroskopa	
D29046	Dekompresija nerava u karpalnom kanalu, bez hirurškog mikroskopa	
D29047	Fasciotomija palmaris parcijalis	
D29048	Fasciektomija totalis	
D29049	Razdvajanje sindaktilije metodom "Z" plastike	
D29050	Komisuorotomija šake između dva prsta sec. Bunnel-Colson	
D29051	Rana ekscizija radionekroze sa rekonstrukcijom defekta lokalnim transplantatom kože	
D29052	Rana ekscizija radionekroze sa primarnom ili odloženom transplantacijom kože	
D29053	Ekscizija malignih ili benignih lezija sa upotrebom slobodnog transplantata ili režnja, veća	
D29054	Rekonstrukcija skalpa upotrebom lokalnog režnja, manja	
D29055	Rekonstrukcija skalpa upotrebom lokalnog režnja, veća	
D29056	Rekonstrukcija skalpa sa očuvanim periostom slobodnim transplantatom kože - srednja	
D29057	Rekonstrukcija režnjem sa suprotne dojke, tabularnim režnjem ili metodom po Gilles-u	
D29058	Ekscizija limfedema penisa slobodnim transplantatom kože	
D29059	Rekonstrukcija vagine kod urođenih anomalija slobodnim transplantatom	
D29060	Ekscizija hemangioma sa slobodnim transplantatom kože	
D29061	Tenorafija fleksorne tetive uz ekstirpaciju sublimisa, primarna	
D29062	Tendoliza, elongacija i skraćenje jedne tetive kod šake	
D29063	Divisis sindaktilije kombinovanom metodom "Z" plastike i slobodnim transplantatom kože	
D29064	Komisurotomija između više prstiju sec. Bunnel-Colson	
D29065	Korekcija anularnih suženja prstiju metodom "Z" plastike	
D29066	Ekstirpacija vaginalnog omotača tetive	
D29067	Neurorafija medijanusa ili ulnarisa na podlaktici, primarna, bez mikroskopa	
D29068	Osteoplastika falange ili metakarpalne kosti	
D29069	Antepozicija ulnarnog živca u lakatnom predjelu, bez mikroskopa	
D29070	Tenorafija dubokog pregibača uz ekstirpaciju sublimisa, primarna	
D29071	Neurorafija radijalisa na nadlaktici, primarna, bez mikroskopa	
D29072	Revizija ili neurorafija medijanusa, ulnarisa ili radijalisa na podlaktici, sekundarna bez mikroskopa	
D29073	Neurorafija više digitalnih nerava ili n.medianusa i n.ulnarisa u visini zgloba, primarna, bez mikroskopa	
D29074	Revizija ili neurorafija više digitalnih nerava ili n.medianusa i n.ulnarisa u visini dlana ili ručnog zgloba, sekundarna, bez mikroskopa	
D29075	Rekonstrukcija kožnog pokrivača potkoljenice direktnim ukrštenim režnjem	
D29076	Formiranje tubularnog režnja, na direktnom davaocu regije	
D29077	Ekscizija ožiljaka i rekonstrukcija defekta tubularnim režnjem	
D29078	Postavljanje režnjeva slobodnim transplantatom kože	
D29079	Korekcija dezmogene kontrakture prsta metodom Z plastike ili stopala slobodnim transplantatom	
D29080	Ekscizija mekih tkiva skalpa sa primarnom rekonstrukcijom lokalnim ili slobodnim transplantatom	
D29081	Ekscizija skalpa i kraniektomija sa primarnom rekonstrukcijom lokalnim	
D29082	Rekonstrukcija obrve slobodnim transplantatom, jednostrana	
D29083	Rekonstrukcija obrve transpozicijom režnja sa suprotne strane	
D29084	Ekscizija hemangioma lica sa primarnom rekonstrukcijom cerviko-facijalnim režnjem	
D29085	Ekscizija hemangioma lica sa primarnom rekonstrukcijom cerviko-facijalnim bilobarnim režnjem	
D29086	Ekscizija hemangioma lica ili čela sa rekonstrukcijom defekta direktnim brahijalnim režnjem	
D29087	Transplantacija tetive šake neurorafija radijalisa na podlaktici, primarna, bez mikroskopa	
D29088	Tendoliza, elongacija ili skraćenje više tetiva	
D29089	Neurorafija medijanusa ili ulnarisa na nadlaktici, primarna, bez mikroskopa	
D29090	Revizija i neurorafija radijalisa na podlaktici, sekundarna, bez mikroskopa	
D29091	Ekscizija paraplegičnih ulkusa rekonstrukcijom defekta lokalnim režnjem na nadkoljenici	
D29092	Amputacija dlana ili dijela dlana	
D29093	Amputacija šake u ručnom zglobu	
D29094	Ostale amputacije dijelova šake ili podlaktice	
D29095	Direktna funikulorafija živca	
D29096	Zorinjavanje živca kod fantomskog bola	
D29097	Direktni šav digitalnog živca	
D29098	Šav digitalnog živca sa nervnim transplantatom	
D29099	Funikuloliza živca	
D29100	Oslobađanje živca u karpalnom kanalu	
D29101	Ostali kompresivni sindromi perifernih živaca	
D29102	Funikulorafija sa transplantatom	
D29103	Resekcija tumora živca sa funikulorafijom ili funikulozom	
D29104	Rekonstrukcija brahijalnog pleksusa	
D29105	Transpozicija živca	
D29106	Transpozicija živca sa funikulolizom	
D29107	Ukršteni trasnplantat lica	
D29108	Jednostrana korekcija vanjskog uha po Conversu	
D29109	Jednostrana korekcija po Sandstroemu	
D29110	Obostrana korekcija po Conversu	
D29111	Obostrana korekcija po Sandstroemu	
D29112	Dječije rekonstrukcija šake	
D29113	Totalna rekonstrukcija šake	
D29114	Osteotomija malih kostiju	
D29115	Osteotomija i osteosinteza malih kostiju	
D29116	Ekskohleacija tumora, odstranjivanje koštane ciste sa transplantatom i osteosintezom	
D29117	Parcijalna osteotomija-uzimanje kosti za transplantaciju	
D29118	Artoliza interfalangealnog ili metakarpoalangealnog zgloba	
D29119	Sinovijektomija interfalangealnog zgloba	
D29120	Sinovijektomija metakarpofalangealnog zgloba	
D29121	Sinovijektomija svakog daljnjeg metakarpofalangealnog zgloba	
D29122	Sinovijektomija radiokarpalnog zgloba	
D29123	Operacija stenozirajućeg peridentitisa	
D29124	Ekscizija ekstenzorne aponeuroze	
D29125	Ekscizija ganglinoma, disecija tetivne vagine	
D29126	Uzimanje tetivnog ili fascijalnog transplantata-prva tetiva	
D29127	Uzimanje tetivnog ili fascijalnog transplantata-svaka daljnja tetiva	
D29128	Sinovijektomija fleksornih tetiva na prstu	
D29129	Sinovijektomija fleksornih tetiva na ručnom zglobu i dlanu	
D29130	Sinovijektomija ekstenzorih tetiva	
D29131	Dupuytrenova kontraktura-selektivna fasciektomija	
D29132	Dupuytrenova kontraktura rješena aponeurektomijom na dlanu i prstima "Z" plastikom	
D29133	Šav ekstenzorne tetive na prstu	
D29134	Šav ekstenzorne tetive na dorzumu, ručju ili podlaktici-prva tetiva	
D29135	Šav ekstenzorne tetive na dorzumu, ručju ili podlaktici- svaka daljnja tetiva	
D29136	Šav fleksorne tetive ili ekstenzorne tetive sa transplantacijom - prva tetiva	
D29137	Šav fleksorne ili ekstenzorne tetive sa transplantatom - svaka daljnja tetiva	
D29138	Tenodeza na prstu	
D29139	Tenodeza svake daljnje tetive	
D29140	Rekonstrukcija ekstenzorne aponeuroze nad srednjom falangom IPH zglobom i MPH zglobom	
D29141	Rekonstrukcija kolateralnog ligamenta sa šavom	
D29142	Rekonstrukcija kolateralnog ligamenta sa slobodnim tetivnim transplantatom (uzimanje transplantata posebno)	
D29143	Prenos intrinzične muskulature	
D29144	Rekonstrukcija palca nakon amputacije (Osteosinteza, šav ekstenzora i fleksora-ingvinalni režanj)	
D29145	Policizacija troćlanog prsta	
D29146	Produženje palca po Gilliesu	
D29147	Falangizacija metakarpusa	
D29148	Transpozicija metakarpusa	
D29149	Rekonstrukcija puleja na prstu - jedan pulej	
D29150	Tendoplastika fleksorne tetive na prstu i dlanu	
D29151	Tendoplastika fleksorne tetive - prst, dlan i ručni zglob	
D29152	Tendoplastika fleksorne tetive u dvije faze - svaka faza za jedan prst	
D29153	Tendoplastika fleksorne tetive u dvije faze (silastik) - svaka sljedeća tetiva	
D29154	Tendoplastika ekstenzornih tetiva - jedna tetiva	
D29155	Tendoplastika ekstenzornih tetiva - svaka daljnja tetiva	
D29156	Ekscizija ekstenzorne aponeuroze	
D29157	Tendoliza ekstenzorne tetive na grebenu šake i ručnom zglobu	
D29158	Tendoliza fleksorne tetive na prstu i dlanu	
D29159	Tendoliza fleksornih tetiva na ručnog zgloba i podlaktici jedne tetive	
D29160	Tendoliza fleksornih tetiva na prstu i dlanu	
D29161	Dekompresija koštano-fascijalnog prostora, srednjeg i zadnjeg	
D29162	Dezinsercija muskulature, dekompresija živca i krvnih sudova, ekscizija infarkta, neuroliza	
D29163	Sternokleidotomija, tenotomija aduktora i drugih mišića	
D29164	Primarni šav fleksorne tetive u zapešću i podlaktici	
D29165	Primarni šav fleksornih tetiva u zapešću i podlaktici - svaka sljedeća tetiva	
D29166	Tenodeza na podlaktici	
D29167	Tenodeza na podlaktici - za svaku sljedeću tetivu	
D29168	Elongacija Ahilove tetive	
D29169	Elongacija tetive i kapsulotomija	
D29170	Transpozicija tetiva na podlaktici - svaka daljnja	
D29171	Transpozicija tetiva na podlaktici s tetivnim transplantatom	
D29172	Operacija bradavice dojke - jednostrana	
D29173	Operacija bradavice dojke - obostrana	
D29174	Augmentaciona mamoplastika jednostrana	
D29175	Reduktiona mamoplastika jednostrana	
D29176	Korekcija ptoze dojke bez redukcije	
D29177	Reduktivna mamoplastika sa transplantatom areole jednostrana	
D29178	Reimplantacija prsta	
D29179	Reimplantacija svakog sljedećeg prsta	
D29180	Reimplantacija dlana	
D29181	Reimplantacija zapešća ili stopala	
D29182	Reimplantacija podlaktice ili nadlaktice	
D29183	Odstranjivanje devitalizovanog tkiva pri konkvasaciji ruke	
D29184	Nekrektomija i revizija dubljih struktura (za jedan ekstremitet)	
D29185	Lokalno skidanje kože i potkožnog tkiva do 10 cm2	
D29186	Ekscizija kapilarnog hemangioma i slobodni kožni transplantat	
D29187	Radikalna ekscizija kožne lezije	
D29188	Ekscizija kavernoznog hemangioma	
D29189	Rotacioni kožni režanj, peteljkasti režanj, transpozicioni režanj potkoljenice i podlaktice	
D29190	Dermoepidermalni transplantat - do 10 cm2	
D29191	Dermoepidermalni transplantat od 10-50 cm2	
D29192	Dermoepidermalni transplantat od 50-200 cm2	
D29193	Dermoepidermalni transplantat za svakih sljedećih 200 cm2	
D29194	Uzimanje i pripremanje kadaverskih homotransplantata (kože)	
D29195	Konzerviranje transplantata jednog davaoca	
D29196	Sindaktilija, jednostrana sa jednom komisurom	
D29197	Sindaktilija - totalna lezija lokalno aplikovana sa jednom komisurom	
D29198	Korekcija limfedema po Thompsonu	
D29199	Korekcija limfedema po Gibson-Tcugh-u	
D29200	Korekcija obraza ili deformacija sa autoplastikom mekih tkiva ili aloplastičnim uloščima ili hrskavičavim transplantatom	
D29201	Rekonstrukcija mamile transplantacijom sluzokože labii minoris	
D29202	Osteoplastika defekta lobanje koštanim transplantatom rebra ili ilijačne kosti	
D29203	Rekonstrukcija trbušnog zida kod ekstrofije mokraćne bešike sec. Areri	
D29204	Rekonstrukcija penisa secc. Orticochea ili tubularnim režnjem secc. Areri	
D29205	Rekonstrukcija palca neurovaskularnim režnjem secc. Littler	
D29206	Rekonstrukcija sfinktera uretre secc. Joung	
D29207	Formiranje tubularnog režnja sa zatvaranjem ležišta slobodnim transplantatom, jednostrano	
D29208	Formiranje duplog tubularnog režnja sa direktnom suturom davajuće regije	
D29209	Formiranje režnja tipa Gillies ili Cutbert sa zatvaranjem davajuće regije	
D29210	Formiranje arterijalno-ingvinalnog režnja sa primarnom insercijom na podlaktici i zatvaranjem ležišta slobodnim transplantatom kože	
D29211	Rekonstrukcija skalpa sa očuvanim periostom, slobodnim transplantatom kože, totalna	
D29212	Rekonstrukcija obrva slobodnim arterijalnim režnjem	
D29213	Osteoplastika orbite koštanim transplantatom ilijačne kosti	
D29214	Rekonstrukcija anterotorakalnog jednjaka invertiranim tubularnim režnjem	
D29215	Rekonstrukcija sfinktera uretre kod inkontinencije alvi et urinae transpozicijom m. gracilisa	
D29216	Reimplantacija penisa	
D29217	Rekonstrukcija antitorakalnog jednjaka secc. Areri	
D29218	Formiranje kombinovanih arterijalnih režnjeva za slobodnu transplantaciju primjenom mikrovaskularne hirurgije	
D29219	Formiranje kožno-mišićnog režnja	
D29220	Primarna tangencijalna ekscizija opekotina sa primarnim postavljanjem autotransplantata ili homotransplantata do 20% površine tijela	
D29221	Primarna tangencijalna ekscizija opekotina sa primarnim postavljanjem autotransplantata ili homotransplantata 20-40% površine tijela	
D29222	Primarna tangencijalna ekscizija opekotina sa primarnim postavljanjem autotransplantata ili homotransplantata 40-60% površine tijela	
D29223	Uzimanje slobodnog transplantata kože do 10% površine tijela	
D29224	Međriran transplantat kože do 10% površine tijela	
D29225	Sekundarna ekscizija opekotine sa fiksacijom transplantata kože 20% površine tijela	
D29226	Sekundarna ekscizija opekotine sa fiksacijom transplantata kože 20-40% površine	
D29227	Sekundarna ekscizija opekotine sa fiksacijom transplantata kože preko 40% površine tijela	
D30001	'Z' plastika frenuluma	
D30002	Frenulotomija	
D30003	'Z' plastika jezika	
D30004	Parcijalna glosektomija	
D30005	Mobilizacija jezika	
D30006	Subtotalna parotidektomija sa konzervacijom facijalisa	
D30007	Totalna parotidektomija sa konzervacijom facijalisa	
D30008	Ekscizija malignog tumora sa totalnom resekcijom maksile	
D30009	Radikalna parotidektomija sa konzervacijom n.facijalisa	
D30010	Ekscizija malignog tumora sa hemiresekcijom mandibule	
D30011	Lokalni režanj poda usne duplje	
D30012	Tubularni režanj poda usne duplje	
D30013	Submandibularna disekcija-jednostrana	
D30014	Submandibularna disekcija-obostrana	
D30015	Meniscektomija temporomandibularnog zgloba	
D30016	Kondilektomija temporomandibularnog zgloba	
D30017	Osteorotomija temporomandibularnog zgloba	
D30018	Osteoartrotomija temporomandibularnog zgloba-aloplastika	
D30019	Artrotomija temporomandibularnog zgloba - plastika/imobilizacija	
D30020	Temporomandibularni zglob-osteoplastika art.tuber	
D30021	Odstranjenje benignog tumora kože sa rekonstrukcijom defekta lokalnim režnjem	
D30022	Odstranjenje benignog tumora kože sa rekonstrukcijom defekta slobodnim režnjem	
D30023	Odstranjenje malignog tumora kože sa rekonstrukcijom defekta lokalnim režnjem	
D30024	Odstranjenje malignog tumora kože sa rekonstrukcijom defekta slobodnim režnjem	
D30025	Operacija ciste poda usta-ekstraoralni pristup	
D30026	Operacija ciste poda usta-intraoralni pristup	
D30027	Marsupijalizacija sublingvalne ciste	
D30028	Ekstirpacija ciste sa kanalom pljuvačne žlijezde	
D30029	Ekstirpacija higroma parotidne regije	
D30030	Ekstrakcija glomus karotikuma sa/by passom	
D30031	Ekscizija benignih tumora sluznice nepca	
D30032	Ekstirpacija malignih oralnih tumora	
D30033	Ekstirpacija malignih oralnih tumora i žlijezda	
D30034	Ekstirpacija malignih tumora poda usne duplje	
D30035	Ekscizija benignih tumora pljuvačnih žlijezda	
D30036	Ekstirpacija submandibularne žlijezde-ekstraoralni pristup	
D30037	Superficijalna parcidektomija - benigni tumor	
D30038	Totalna parotidektomija – benigni tumor	
D30039	Operacija submandibularne regije- maligni tumor	
D30040	Totalna parotidektomija – maligni tumor	
D30041	Radikalna parotidektomija – maligni tumor	
D30042	Ekstrakcija koštanog tumora vilica	
D30043	Resekcija maksile/maligni tumor	
D30044	Resekcija orbite/maligni tumor maksile	
D30045	Parcijalna resekcija maksile/maligni tumor	
D30046	Resekcija maksile / rekonstrukcija baze orbite/lokalni kožni režanj	
D30047	Parcijalna resekcija mandibule /intermaksilarna imobilizacija /maligni tumor	
D30048	Parcijalna resekcija /osteoplastika/intermaksilarna imobilizacija/maligni tumor mandibule	
D30049	H. resekcija/intermaksilarna imobilizacija/maligni tumor mandibule	
D30050	H.resekcija/osteoplastika/ intermaksilarna imobilizacija/maligni tumor mandibule	
D30051	Totalna resekcija malignog tumora mandibule	
D30052	Ekstirpacija fistule pljuvačne žlijezde	
D30053	Ekstirpacija dentogene fistule	
D30054	Defekt mandibule/rekonstrukcija defekta po Obwegeser-Dalpont	
D30055	Defekt mandibule/ osteotomija/intermaksilarna imobilizacija	
D30056	Defekt mandibule/ rekonstrukcija defekta po Hullichen	
D30057	Defekt mandibule /unilateralna kortikotomija	
D30058	Defekt mandibule /bilateralna kortikotomija	
D30059	Defekt maksile/ rekonstrukcija defekta po Kolle	
D30060	Defekt maksile/ rekonstrukcija defekta po Scuchardt/unilateralno	
D30061	Defekt maksile/ rekonstrukcija defekta po Scuchardt/bilateralno	
D30062	Defekt maksile/osteotomija/ intermaksilarna imobilizacija	
D30063	Defekt maksile /Le Fort I/Converse	
D30064	Defekt maksile /Le Fort I/Down	
D30065	Defekt skeletni lica/vi/Le Fort III	
D30066	Defekt maksile/unilateralna kortikotomija	
D30067	Defekt maksile/bilateralna kortikotomija	
D30068	Povreda lica-rekonstrukcija defekta slobodnim transplantom	
D30069	Obrada rane lica - rekonstrukcija defekta lokalnim režnjem	
D30070	Obrada rane lica - rekonstrukcija defekta udaljenim režnjem	
D30071	Rekonstrukcija kanala pljuvačne žlijezde	
D30072	Transpozicija kanala pljuvačne žlijezde	
D30073	Hirurška repozicija alveolarnog nastavka	
D30074	Prelomi/hirurška repozicija zigomatične kosti kukon	
D30075	Prelomi/repozicija zigomatičnog luka elevatorom	
D30076	Hirurška repozicija pretoma zigomatične kosti po Keen-u	
D30077	Prelom kosti lica - Le Fort I	
D30078	Resekcija ankiloze temporomandibularnog zgloba	
D30079	Prelom maksile/zigomatične kosti/Le Fort II/III	
D30080	Osteoplastika defekta baze orbite	
D30081	Repozicija linearnih preloma kostiju lica	
D30082	Repozicija/osteosinteza preloma mandibule	
D30083	Repozicija/osteosinteza /intermaksilarna imobilizacija preloma mandibule	
D30084	Repozicija/imobilizacija preloma mandibule	
D30085	Skidanje osteosintetskog materijala sa kostiju lica	
D30086	Neuroanastomoza-paraliza n.facialisa	
D30087	Tendoplastika.- I akt- paraliza n.facialisa	
D30088	Korektivna ekscizija kože - paraliza n.facialisa	
D30089	Imobilizacija višestrukog preloma mandibule	
D30090	Hronični osteomijelitis vilica	
D30091	Defekt mandibule/ totalna osteoplastika/ intermaksilarna imobilizacija	
D30092	Defekt mandibule/ definitivna osteoplastika/ intermaksilarna imobilizacija	
D30093	Mikrohirurške operacije MF regije/sutura/anastomoza	
D30094	Ekstirpacija pljuvačne žlijezde	
D30095	Benigni tumor mandibule/parcijalna resekcija	
D30096	Maligni tumor mandibule/totalna resekcija/rekonstrukcija aloplastika	
D30097	Maligni tumor maksilofacijalne regije/ ekstirpacija/ rekonstrukcija defekta miokutanim režnjem	
D30098	Defekt maksilofacijalne regije/ rekonstrukcija defekta miokutanim režnjem	
D30099	Maligni tumor usana, ekscizija i rekonstrukcija po Nakajama-i	
D30100	Mandibula/parcijalna resekcija/replantacija	
D30101	Eksploracija kosti lica	
D30102	Zatvorena repozicija frakture zigomatične kosti	
D30103	Otvorena repozicija frakture alveolarne kosti	
D30104	Drenaža limfnih struktura	
D30105	Rekonstrukcija defekta maksilarne regije vaskularnim graftom	
D30106	Neuroplastika - paraliza n.facialisa	
D30107	Rekonstrukcija defekta poglavine/ekscizija tkiva + transplant	
D30108	Prednja segmentna osteotomija maksile	
D30109	Prelomi jagodične kosti-repozicija i osteosinteza	
D30110	Ekscizija malignih tumora kože lica	
D30111	Distrakcija mandibule i maksilae	
D30112	Distrakcija alveolarnog nastavka	
D30113	Odstranjenje kalkulusa kroz kanal žlijezde	
D30114	Osteomijelitis-hirurško liječenje	
D30115	Operativno uklanjanje retencione ciste usta	
D30116	Operativno uklanjanje retencione ciste poda usta	
D30117	Operativno uklanjanje benignog tumora kosti	
D30118	Niveliacija alveolarnog grebena	
D30119	Produbljivanje forniksa/transplantat	
D30120	Produbljivanje forniksa - atrofija	
D30121	Operativno uklanjanje stranog tijela kosti	
D30122	Transplant i imobilizacija zuba	
D30123	Neuralgija. n.trigemini.-neurektomija	
D30124	Plastika oroantralne komunikacije	
D30125	Oroantralno zatvaranje-prednji zid	
D30126	Palatoplastika nepca po Weau i Wardu	
D30127	Sekundarna palatoplastika nepca	
D30128	Fistulorafija palati	
D30129	Stafilorafija	
D30130	Faringoplastika po Roselli-ju	
D30131	Heiloplastika po Millardu i Tennisonu	
D30132	Heiloplastika sec Barsky	
D30133	Sekundarna rekonstrukcija usne	
D30134	Rekonstrukcija usne lokalnim režnjem po Gilliesu, Abbeu	
D30135	Rekonstrukcija usne arterijalnim režnjem po Karapandžiću	
D30136	Rekonstrukcija usne vratnim režnjem po Induito	
D30137	Rekonstrukcija forniksa usne transpozicijom	
D30138	Rekonstrukcija forniksa usne transplantom	
D30139	Rekonstrukcija ugla usne - jednostrano	
D30140	Rekonstrukcija ugla usne - obostrano	
D30141	Resekcija malignog tumora usne bez rekonstrukcije	
D30142	Resekcija malignog tumora usne sa rekonstrukcijom	
D30143	Klinasta ekscizija usne	
D30144	"W" ekscizija tumora usne	
D30145	Rekonstrukcija defekta lica manjim lokalnim režnjem	
D30146	Rekonstrukcija defekta lica većim lokalnim režnjem	
D30147	Rekonstrukcija defekta lica cervikofacijalnim režnjem	
D30148	Rekonstrukcija defekta lica bilobarnim režnjem	
D30149	Rekonstrukcija defekta lica udaljenim režnjem	
D30150	Istanjivanje režnja lica	
D30151	Ritidoplastika sec Converse	
D30152	Augmentacija alveolarnog grebena vilica autogenim lokalnim transplantom kosti	
D30153	Operativno liječenje hipertrofične sluznice usne duplje	
D30154	Strano tijelo kosti – operativno zbrinjavanje	
003016	Ureterolitotomija donje Cetvrtine uretera	6170
D03002	Korekcije inkontinencije transvaginalnim putem (TOT i TVT trake)	6160
D03003	Uretrofiksacija	6161
D03004	Parcijalna nefrektomija	6162
D03005	Resekcija ciste bubrega	6163
D03007	Orhiektomija unilateralna	2154
D03008	Operacija hidrokele	2151
D03010	Cistolitotomija (samo patrijak)	6164
D03011	Mokraćna bešika-ablacija, ekscizija tumora	6165
D03012	Pijelolitotomija	6166
D03013	Skrotum - ostranjivanje stranog tijela	6167
D03014	Operacija varikocele	6168
D03015	Redukcija torzije testisa sa fiksacijom kontralateralnog testisa	6169
D03016	Uretrolitotomija donje četvrtine uretera	6170
D03017	Orhiektomija bilateralna	6171
D03018	Uretrorafija-parcijalna ili totalna kod povrede uretre	6172
D03019	Ekscizija divertikula (jedan)	6173
D03020	Mokraćna bešika-resekcija vrata sa vađenjem kamena	6174
D03021	Pijelo i nefrolitotomija	6175
D03022	Litoklast kamena u bubregu	6176
D03023	Nefrektomija sa totalnom ureterektomijom	6177
D03024	Amputacija penisa parcijalna	6178
D03025	Amputacija penisa totalna	6179
D03026	Epididimotomija	6180
D03027	Operativno liječenje ureterokele	6181
D03029	Divertikulum uretre	6182
D03030	Uretrolitotomija prednja uretra	6183
D03031	Uretrolitotomija zadnja uretra	6184
D03032	Ekscizija spermatokele bez epididimektomije	6185
D03033	Uretrotomija eksterna, perinealna	6186
D03034	Zatvaranje povrede uretre	6187
D03035	Zatvaranje uretrostomije ili fistule uretre	6188
D03036	Drenaža prevezikalnog i perivezikalnog abscesa	6189
D03037	Fistula vezikokutanea (zatvaranje)	6190
D03038	Epididimektomija unilateralna	6191
D03039	Hematocele	6192
D03040	Ductus spermaticus - Ekscizija hidrokele spermatičnog duktusa unilateralna	6193
D03041	Operacija varikocele laparoskopska	6194
D03042	Resekcija skrotuma	6195
D03043	Prostatotomija, spoljna drenaža prostatičnog abscesa	6196
D03044	Uretrotomija interna	6197
D03045	Ekscizija varikokele sa reparacijom hernije	6198
D03046	Epididimektomija bilateralna	6199
D03047	Resekcija hidrokele unilateralna sa operacijom hernije	6200
D03048	Eksplorativna lumbotomija (biopsija bubrega)	6201
D03049	Elektroresectio colli vesicae urinariae	6202
D03050	Operativno liječenje difuzne periuretralne gangrene, flegmone i abscesa	6203
D03051	Cistotomija sa egzerezom ili elektrokoagulacijom tumora mokraćne bešike	6204
D03052	Operativno liječenje ekstrofije bešike - uspostavljanje kontinencije (samo zatvaranje bešike)	6205
D03053	Nefropeksija	6206
D03054	Orchlectomia sa disekcijom površnih ingvinalnih limfnih čvorova	6207
D03055	Ekscizija spermatokele sa epididimektomijom	6208
D03056	Operativno liječenje kriptorhizma	6209
D03057	Transuretralna resekcija tumora	6210
D03058	Drenaža penrenalnog ili renalnog abscesa otvorena	6211
D03059	Pijelo i nefrostomija	6212
D03060	Operativno tretiranje ureterorektalnih fistula-stečenih (cjelokupno liječenje)	6213
D03061	Zatvaranje uretrovaginalne fistule	6214
D03062	Ekscizija karcinoma uretre (uretrektomija)	6215
D03063	Drenaža perinealne urinarne ekstravazacije	6216
D03064	Cistektomija parcijalna bez resekcije ušća	6217
D03065	Ureterosigmoidostomija	6218
D03066	Transuretralna resekcija multiplih tumora	6219
D03067	Sutura veziko vaginalne postiradiacione fistule	6220
D03068	Ureterokutaneostomija unilateralna	6221
D03069	Zatvaranje fistule uretera (lumb.)	6222
D03070	Zbrinjavanje povrede uretera	6223
D03071	Resekcija aberantnih krvnih sudova bubrega	6224
D03072	Pijelotomija sa eksploracijom (i ablacija np.Tu)	6225
D03073	Pijelotomija sa drenažom	6226
D03074	Vađenje Tu pararenalis (retroperitonealis)	6227
D03075	Transuretralna prostatektomija - resekcija vrata mokraćnog mjehura	6228
D03076	Ureterocistonostomija unilateralna	6229
D03077	Resekcija cerviksa sa "otvorenom bešikom" (izolovana operacija)	6230
D03078	Zatvaranje i zašivanje povrede bešike i pelvisa	6231
D03079	Ureterokutaneostomija bilateralna	6232
D03080	Zatvaranje fistule uretera (pelv.)	6233
D03081	Uretrektomija (samo patrijak)	6234
D03082	Sutura bubrežne rane ili povrede	6235
D03083	Zatvaranje nefrostomije, pijelostomije i dr. vrste bubrežne fistule	6236
D03084	Adrenalektomija jednostrana	6237
D03085	Ureteroplastika	6238
D03086	Pijeloureteroplastika	6239
D03087	Ureterocistonostomija bilateralna	6240
D03088	Divertikulektomija mokraćne bešike	6241
D03089	Pijeloplastika	6242
D03090	Plastična operacija na pelvis renalisu sa ili bez nefrostome	6243
D03091	Cistektomija parcijalna sa resekcijom ušća i reimplant. uretera-unilateralno	6244
D03092	Ureteralna implantacija putem pedikularnog i tubularnog isječka bešike (Boari)	6245
D03093	Operacija potkovičastog bubrega	6246
D03094	Nefrektomija - simplex	6247
D03095	Cistektomija parcijalna sa resekcijom ušća i reimplant. uretera - bilateralna	6248
D03096	Orchiectomia radikalna sa retroperitonealnom disekcijom limfnih čvorova	6249
D03097	Radikalna prostatektomija otvorena	6250
D03098	Totalna cistektomija sa ureterosigmoidostomijom (Mainz-Pauch I)	6251
