2300	Kućna posjeta 2
2301	Kućna posjeta 3
2302	Ergometrija - EKG test pod fizičkim opterećenjem
2307	Gastroskopija sa vađenjem stranog tijela
2308	Analgosedacija (kratkotrajna venska anestezija)
2309	Opšta venska anestezija
2310	Biopsija štitaste žlijezde
2311	Pregled dermatologa sa dermoskopijom
2312	Produženi specijalistički pregled (1-2h)
2313	Pregled van radnog vremena
2314	Sinaktenski test
2315	Profil prolaktina sa braunilom
3140	MR pregled mozga i kičmene moždine
3141	MR pregled mozga
3142	MR pregled mozga sa arteriografijom glave
3143	MR pregled mozga sa venografijom venskih sinusa glave
3144	MR pregled mozga sa angiografijom i venografijom
3145	MR pregled hipofize (turskog sedla)
3146	MR pregled temporomandibularnih zglobova
3147	MR pregled očne orbite (očne duplje)
3148	MR pregled nazofarinksa
3149	MR pregled paranazalnih sinusa
3150	MR angiografija vratnih arterija
3151	MR pregled mekih tkiva vrata
3152	MR pregled vratnog dijela kičme
3153	MR pregled torakalnog dijela kičme
3154	MR pregled lumbosakralnog dijela kičme
3155	MR pregled sakroilijačnog zgloba
3156	MR pregled dojke
3157	MR holangiografija (MRCP)
3158	MR pregled abdomena + MRCP
3159	MR enterografija
3160	MR pregled bubrega i nadbubrežnih žlijezda
3161	MR pregled abdomena
3162	MR pregled mekih tkiva i kostiju jedne podlaktice
3163	MR pregled jednog ručnog zgloba (ne uključujući šaku)
3164	MR pregled jedne šake (ne uključujući ručni zglob)
3165	MR pregled oba zgloba kuka
3166	MR pregled mekih tkiva i kostiju obe butine
3167	MR pregled jednog (zgloba) koljena
3168	MR mekih tkiva i kostiju obe potkoljenice
3169	MR pregled jednog skočnog zgloba (ne uključujući stopalo)
3170	MR pregled jednog stopala (ne uključujući skočni zglob)
3171	MR pregled karličnih organa
3172	MR pregled kukova u karlici
3173	MR pregled ramena
3174	MR pregled prostate (multiparametarska)
3175	MSCT pregled endokranijuma (glave) bez kontrasta
3176	MSCT pregled endokranijuma (glave) sa kontrastom
3177	MSCT pregled paranazalnih šupljina (sinusa) bez kontrasta
3178	MSCT pregled paranazalnih šupljina (sinusa) sa kontrastom
3179	MSCT pregled mekih tkiva vrata sa kontrastom
3180	MSCT pregled toraksa (grudni koš) bez kontrasta
3181	MSCT pregled toraksa (grudni koš) sa kontrastom
3182	MSCT pregled abdomena sa kontrastom
3183	MSCT pregled abdomena i male karlice sa kontrastom
3184	MSCT IVU
3185	MSCT enterografija
3186	MSCT angiografija krvnih sudova glave
3187	MSCT angiografija krvnih sudova vrata
3188	MSCT angiografija krvnih sudova glave i vrata
3189	MSCT angiografija plućnih arterija (PTE)
3190	MSCT angiografija aorte
3191	MSCT angiografija aorte i donjih ekstremiteta
3192	MSCT pregled karlice s kukovima
3193	MSCT pregled gornjih ekstremiteta (ruka)
3194	MSCT pregled donjih ekstremiteta (noga)
3195	MSCT pregled vratnog dijela kičme
3196	MSCT pregled torakalnog dijela kičme
3197	MSCT pregled lumbosakralnog dijela kičme
3198	Rendgen glave (Kraniogram)
3199	Rendgen nosnih kostiju
3200	Rendgen piramida po Stenversu
3201	Rendgen viličnog (temporomandibularnog) zgloba
3202	Rendgen sinusa (paranazalnih šupljina)
3203	Rendgen mastoidnog nastavka
3204	Rendgen zigomatične kosti
3205	Rendgen atlantookcipitalnog zgloba
3206	Rendgen pluća i srca
3207	Rendgen sternuma (prsne kosti)
3208	Rendgen hemitoraksa
3209	Rendgen prstiju
3210	Rendgen ramena sa profilom
3211	Rendgen oba stopala u dva pravca
3212	Rendgen koljena u oba pravca
3213	Rendgenski aksijalni snimak kolena
3214	Rendgen oba kolena u oba pravca
3215	Rendgen pete u oba pravca
3216	Rendgen butne kosti (natkoljenice)
3217	Rendgen oba kuka sa karlicom
3218	Rendgen urotrakta – nativni snimak
3219	Rendgen sakralnog dela
3245	UZ vrata - žlijezda i meka tkiva
3246	UZ vrata - štitna i paraštitna žlijezda
3247	UZ pazuha i prepona
3248	UZ pleuralnih izliva
3249	Kolor dopler vene porte
3250	Kolor dopler renalnih arterija
3251	UZ pregled mokraćne bešike sa prostatom
3252	UZ urološki za žene
3253	UZ urološki za muškarce
3254	UZ pregled preponskih kila
3255	UZ pregled pupčanih kila
3256	UZ pregled femoralnih kila
3257	UZ bubrega sa kolor dopler renalnih arterija
3258	Diadinamik struje
3259	Interferentne struje
3260	Galvanska struja
3261	Elektro stimulacija
3262	Ultrazvučna terapija
3263	Laseroterapija
3264	TENS
3265	Magneto terapija
3266	Elektro stimulacija n.facialisa
3269	Biopsija tkiva tokom procedure
3270	EMR (za polipe 25 mm i više)
3271	Kontrolni pregled ginekologa
3272	Pregled subspecijaliste ginekologa-onkologa
3273	Kontrolni pregled ginekologa-onkologa
