"URL","Impressions","Clicks","Last crawled","Discovered on","HTTP code","Document size","Backlinks"
"https://docta.me/doctors/milan-popivoda","21","8","2026-07-15","2026-04-01","200","293750","0"
"https://docta.me/doctors/ana-popovic","20","6","2026-07-24","2026-04-01","200","274663","0"
"https://docta.me/doctors/arsenije-radunovic","12","5","2026-07-19","2026-04-01","200","252397","0"
"https://docta.me/doctors/maida-burdzovic","7","4","2026-07-24","2026-04-01","200","284534","0"
"https://docta.me/doctors/emilija-delevic","5","4","2026-07-25","2026-04-01","200","284530","0"
"https://docta.me/doctors/milan-popivoda?lang=en","10","4","2026-07-23","2026-05-17","200","315408","0"
"https://docta.me/doctors/zoja-stankovic","1","4","2026-07-27","2026-04-01","200","275313","0"
"https://docta.me/doctors/nikola-bulatovic","26","3","2026-07-23","2026-04-01","200","353476","0"
"https://docta.me/doctors/aleksandar-popovic","7","3","2026-07-20","2026-04-01","200","263899","0"
"https://docta.me/doctors/dzihad-pepic","6","3","2026-07-15","2026-04-01","200","268672","0"
"https://docta.me/doctors/drasko-vukovic","8","3","2026-07-15","2026-04-01","200","662438","0"
"https://docta.me/doctors/marko-borovinic","8","3","2026-07-24","2026-04-01","200","273634","0"
"https://docta.me/doctors/436","12","2","2025-12-07","2025-12-07","200","82758","0"
"https://docta.me/doctors/radovic-nenad","3","2","2026-07-19","2026-04-01","200","287026","0"
"https://docta.me/doctors/aleksandar-juskovic?lang=en","14","2","2026-07-15","2026-04-01","200","269317","0"
"https://docta.me/doctors/sasa-radovic?lang=en","6","2","2026-07-13","2026-04-01","200","264409","0"
"https://docta.me/doctors","14","2","2026-07-24","2025-12-03","200","965448","0"
"https://docta.me/doctors/nelica-ivanovic-radovic","4","2","2026-04-01","2026-04-01","200","178765","0"
"https://docta.me/doctors/danijela-katic","3","2","2026-06-25","2026-04-01","200","252285","0"
"https://docta.me/doctors/nermin-abdic","7","2","2026-07-23","2026-04-01","200","383044","0"
"https://docta.me/doctors/vlado-popovic","12","2","2026-07-15","2026-04-20","200","461360","0"
"https://docta.me/doctors/vlado-popovic?lang=en","11","2","2026-05-27","2026-04-01","200","467942","0"
"https://docta.me/doctors/snezana-pavicevic","4","2","2026-07-15","2026-04-01","200","291526","0"
"https://docta.me/doctors/jovovic-predrag","10","2","2026-06-06","2026-04-01","200","510720","0"
"https://docta.me/doctors/milos-stanojevic?lang=en","1","2","2026-07-18","2026-04-01","200","278213","0"
"https://docta.me/doctors/branko-lutovac?lang=en","13","2","2026-07-18","2026-04-01","200","252515","0"
"https://docta.me/doctors/vladimir-popovic","4","2","2026-07-10","2026-04-01","0","252493","0"
"https://docta.me/doctors/olivera-miketic?lang=en","6","2","2026-07-13","2026-04-01","200","253662","0"
"https://docta.me/doctors/jelena-milonjic?lang=sr-cyrl","2","2","2026-04-01","2026-04-01","200","130519","0"
"https://docta.me/doctors/visnjic-stanislava","4","2","2026-07-24","2026-04-01","200","291121","0"
"https://docta.me/doctors/biljana-popovic","2","2","2026-07-27","2026-04-01","200","286976","0"
"https://docta.me/doctors/velibor-majic","6","2","2026-07-16","2026-04-01","200","278190","0"
"https://docta.me/doctors/milica-sofranac","3","2","2026-07-15","2026-04-01","200","274975","0"
"https://docta.me/doctors/suzana-uskokovic?lang=en","15","2","2026-06-16","2026-04-01","200","301602","0"
"https://docta.me/doctors/tatjana-motrenko-simic","11","2","2026-06-24","2026-04-01","200","292820","0"
"https://docta.me/doctors/miketic-ivana","4","2","2026-07-23","2026-04-01","200","325927","0"
"https://docta.me/doctors/zanka-cerovic?lang=en","2","2","2026-07-19","2026-05-27","200","295932","0"
"https://docta.me/doctors/antoaneta-adzic-zecevic","3","2","2026-07-24","2026-04-01","200","274620","0"
"https://docta.me/doctors/aleksandra-lakovic-tatar?lang=en","4","2","2026-06-22","2026-04-01","200","567018","0"
"https://docta.me/doctors/selma-franca?lang=en","2","1","2026-06-02","2026-04-01","200","248952","0"
"https://docta.me/doctors/milos-obradovic","4","1","2026-05-10","2026-04-01","200","263216","0"
"https://docta.me/doctors/vukovic-marko?lang=de","1","1","2026-07-04","2026-04-27","200","278844","0"
"https://docta.me/doctors/goran-mandic","3","1","2026-04-01","2026-04-01","200","144933","0"
"https://docta.me/doctors/marijan-popovic?lang=en","3","1","2026-07-08","2026-04-01","200","252296","0"
"https://docta.me/doctors/marko-stoiljkov","1","1","2026-07-20","2026-04-01","200","272840","0"
"https://docta.me/doctors/vladimir-todorovic?lang=en","2","1","2026-04-01","2026-04-01","200","126740","0"
"https://docta.me/doctors/petra-lakovic","2","1","2026-06-10","2026-04-01","200","251571","0"
"https://docta.me/doctors/nenad-stepic?lang=en","2","1","2026-07-18","2026-04-01","200","285270","0"
"https://docta.me/doctors/dragana-kastratovic","9","1","2026-07-23","2026-04-01","200","284289","0"
"https://docta.me/doctors/danilo-radunovic","3","1","2026-07-15","2026-04-01","200","263739","0"
"https://docta.me/doctors/srdjan-sretenovic","1","1","2026-04-01","2026-04-01","200","138975","0"
"https://docta.me/doctors/djukic-ivan","5","1","2026-07-17","2026-04-01","200","335448","0"
"https://docta.me/doctors/aleksandra-raznatovic","3","1","2026-06-15","2026-04-01","200","308580","0"
"https://docta.me/doctors/aleksandra-bozovic","1","1","2026-07-14","2026-04-01","200","300034","0"
"https://docta.me/doctors/582?lang=en","2","1","2026-01-25","2026-01-25","200","112381","0"
"https://docta.me/doctors/aleksandra-arandjelovic","1","1","2026-04-01","2026-04-01","200","165663","0"
"https://docta.me/doctors/oleg-lakovic?lang=en","2","1","2026-07-03","2026-04-01","200","252381","0"
"https://docta.me/doctors/tanja-boljevic","1","1","2026-04-01","2026-04-01","200","172441","0"
"https://docta.me/doctors/ersan-basovic?lang=en","3","1","2026-04-01","2026-04-01","200","143372","0"
"https://docta.me/doctors/ivana-bulatovic","1","1","2026-05-18","2026-05-20","200","279013","0"
"https://docta.me/doctors/sanja-borozan","6","1","2026-04-01","2026-04-01","200","142897","0"
"https://docta.me/doctors/milacic-bojan","2","1","2026-07-04","2026-04-01","200","278733","0"
"https://docta.me/doctors/alma-crnovrsanin?lang=en","4","1","2026-07-15","2026-04-01","200","315891","0"
"https://docta.me/doctors/milica-markovic-vlaisavljevic?lang=en","1","1","2026-04-01","2026-04-01","200","156184","0"
"https://docta.me/doctors/jelena-popovic?lang=en","1","1","2026-05-07","2026-05-07","200","232015","0"
"https://docta.me/doctors/sandra-vujovic","4","1","2026-04-01","2026-04-01","200","121988","0"
"https://docta.me/doctors/nina-milosevic-stojanovic","1","1","2026-07-20","2026-04-01","200","276226","0"
"https://docta.me/doctors/marjana-djordjevic","1","1","2026-04-01","2026-04-01","200","165576","0"
"https://docta.me/doctors/filip-pilipovic","10","1","2026-07-15","2026-04-01","200","254029","0"
"https://docta.me/doctors/lidija-mirkovic","1","1","2026-06-14","2026-04-01","200","262253","0"
"https://docta.me/doctors/milija-sukovic","2","1","2026-07-17","2026-04-25","200","449345","0"
"https://docta.me/doctors/nikola-delevic","5","1","2026-07-24","2026-04-01","200","287106","0"
"https://docta.me/doctors/amer-halilovic?lang=en","1","1","2026-04-01","2026-04-01","200","138131","0"
"https://docta.me/doctors/danko-zivkovic","2","1","2026-07-11","2026-04-01","200","296976","0"
"https://docta.me/doctors/snezana-vujosevic?lang=en","2","1","2026-04-22","2026-04-01","200","156690","0"
"https://docta.me/doctors/predrag-dabovic?lang=en","2","1","2026-06-25","2026-04-01","200","684575","0"
"https://docta.me/doctors/predrag-dabovic","2","1","2026-07-23","2026-04-01","200","681159","0"
"https://docta.me/doctors/bozovic-bjanka","2","1","2026-07-11","2026-04-01","200","283650","0"
"https://docta.me/doctors/vladimir-todorovic","9","1","2026-07-24","2026-04-01","200","273596","0"
"https://docta.me/doctors/dragica-milikic","3","1","2026-07-22","2026-04-01","200","286611","0"
"https://docta.me/doctors/amer-halilovic","4","1","2026-07-11","2026-04-01","200","269083","0"
"https://docta.me/doctors/zanka-djurisic?lang=en","1","1","2026-04-01","2026-04-01","200","133226","0"
"https://docta.me/doctors/tea-dakic","7","1","2026-07-09","2026-04-01","200","294089","0"
"https://docta.me/doctors/aleksandar-magdelinic","11","1","2026-07-19","2026-04-01","200","289348","0"
"https://docta.me/doctors/milena-dapcevic","2","1","2026-07-24","2026-04-01","200","298356","0"
"https://docta.me/doctors/tijana-brandmajer?lang=en","10","1","2026-06-24","2026-04-01","200","252300","0"
"https://docta.me/doctors/gogic-igor","1","1","2026-07-22","2026-04-01","200","297190","0"
"https://docta.me/doctors/irena-ljutica","1","1","2026-07-20","2026-04-01","200","263648","0"
"https://docta.me/doctors/milan-vujnovic?lang=en","1","1","2026-06-11","2026-04-01","200","254132","0"
"https://docta.me/doctors/vladimir-vuceljic","4","1","2026-07-27","2026-04-01","200","301353","0"
"https://docta.me/doctors/eri-zivka","2","1","2026-06-14","2026-04-01","200","265615","0"
