"URL","Impressions","Clicks","Last crawled","Discovered on","HTTP code","Document size","Backlinks"
"https://docta.me/doctors?lang=en","18","5","2026-07-03","2025-11-12","200","972060","0"
"https://docta.me/services?servicecategoryids=22&cityids=2","6","2","2026-01-24","2026-01-24","200","455794","0"
"https://docta.me/services?servicecategoryids=1","1","1","2026-04-21","2026-01-24","200","635771","0"
"https://docta.me/doctors?clinicids=65&specialtyids=88","5","1","2026-01-21","2026-01-21","200","158530","0"
"https://docta.me/doctors?clinicids=10&specialtyids=33","1","1","2026-06-14","2025-12-04","200","326905","0"
"https://docta.me/services?servicecategoryids=29&cityids=1","2","1","2026-01-24","2026-01-24","200","694039","0"
"https://docta.me/services?servicecategoryids=5","3","0","2026-01-24","2026-01-24","200","486124","0"
"https://docta.me/about?lang=en","1","0","2026-01-16","2026-01-16","200","36791","0"
"https://docta.me/services?servicecategoryids=20","0","0","2026-01-24","2026-01-24","200","674623","0"
"https://docta.me/doctors?specialtyids=20&cityids=12","0","0","2026-05-12","2026-05-12","200","408871","0"
"https://docta.me/clinics?lang=ru","0","0","2026-01-25","2026-01-25","200","377056","0"
"https://docta.me/?lang=en","8","0","2026-02-08","2026-02-08","200","45191","7269"
"https://docta.me/services?servicecategoryids=28","1","0","2026-01-24","2026-01-24","200","500028","0"
"https://docta.me/services?servicecategoryids=18","0","0","2026-01-24","2026-01-24","200","568897","0"
"https://docta.me/doctors?page=2&lang=en","0","0","2026-07-20","2026-07-20","200","1066434","0"
"https://docta.me/doctors?specialtyids=6&cityids=12","0","0","2026-05-12","2026-05-12","200","312582","0"
"https://docta.me/services?servicecategoryids=11&cityids=3","0","0","2026-01-24","2026-01-24","200","317583","0"
"https://docta.me/medicines?substanceids=6","0","0","2026-07-14","2026-07-14","200","336577","0"
"https://docta.me/doctors?specialtyids=15","0","0","2026-04-23","2026-04-23","200","457592","0"
"https://docta.me/services?servicecategoryids=14&cityids=2","0","0","2026-01-24","2026-01-24","200","247711","0"
"https://docta.me/services?servicecategoryids=15","0","0","2026-07-19","2026-01-24","200","1233314","0"
"https://docta.me/medicines?lang=en","0","0","2026-07-18","2026-07-20","200","359943","0"
"https://docta.me/services?servicecategoryids=32&cityids=1","0","0","2026-01-24","2026-01-24","200","622647","0"
"https://docta.me/login?lang=tr","0","0","2026-04-21","2026-04-21","0","0","0"
"https://docta.me/medicines?lang=tr","0","0","2026-07-04","2026-07-04","200","360651","0"
"https://docta.me/labtests?lang=en","0","0","2026-07-06","2026-07-06","200","1229245","0"
"https://docta.me/clinics?lang=sr-cyrl","3","0","2026-01-26","2026-01-26","200","383667","0"
"https://docta.me/doctors?clinicids=1","3","0","2026-03-20","2026-03-24","200","1397289","0"
"https://docta.me/?lang=ru","0","0","2026-01-22","2026-01-22","200","46601","1070"
"https://docta.me/services?servicecategoryids=26","0","0","2026-03-20","2026-02-01","200","520748","0"
"https://docta.me/services?servicecategoryids=23","0","0","2026-02-24","2026-06-09","200","530213","0"
"https://docta.me/services?servicecategoryids=33&cityids=10","0","0","2026-07-12","2026-07-15","200","500135","0"
"https://docta.me/services?servicecategoryids=33&cityids=1","0","0","2026-01-24","2026-01-24","200","494406","0"
"https://docta.me/clinics?lang=en","0","0","2026-05-21","2026-05-22","200","546906","0"
"https://docta.me/services?servicecategoryids=33","0","0","2026-03-21","2026-01-24","200","507881","0"
"https://docta.me/about?lang=sr-cyrl","0","0","2026-01-26","2026-01-26","200","41463","0"
"https://docta.me/services?servicecategoryids=28&cityids=10","0","0","2026-06-13","2026-06-14","200","500470","0"
"https://docta.me/services?servicecategoryids=14","0","0","2026-01-24","2026-01-24","200","429267","0"
"https://docta.me/medicines?substanceids=400","0","0","2026-07-11","2026-07-13","200","329184","0"
"https://docta.me/about","1","0","2026-02-18","2026-02-18","200","38622","0"
"https://docta.me/services?servicecategoryids=31&cityids=1","0","0","2026-07-24","2026-01-24","200","615997","0"
"https://docta.me/login?lang=de","2","0","2026-05-03","2026-05-03","0","0","0"
"https://docta.me/doctors?lang=ru","1","0","2026-07-24","2025-11-02","200","1055323","0"
"https://docta.me/services?servicecategoryids=29","0","0","2026-07-04","2026-07-05","200","1085861","0"
"https://docta.me/services?servicecategoryids=17","0","0","2026-01-24","2026-01-24","200","512883","0"
"https://docta.me/services?servicecategoryids=1&cityids=1","1","0","2026-01-24","2026-01-24","200","256086","0"
"https://docta.me/services?servicecategoryids=23&cityids=1","0","0","2026-01-24","2026-01-24","200","553995","0"
"https://docta.me/about?lang=ru","0","0","2026-01-16","2026-01-16","200","39159","0"
"https://docta.me/services?servicecategoryids=12","0","0","2026-01-24","2026-01-24","200","807241","0"
"https://docta.me/services?lang=sr-cyrl","0","0","2026-01-26","2026-01-26","200","1048576","0"
