"URL","Impressions","Clicks","Last crawled","Discovered on","HTTP code","Document size","Backlinks"
"https://docta.me/doctors/mirsad-markisic","0","0","","","0","0","0"
"https://docta.me/doctors/zanka-cerovic","0","0","","","0","0","0"
"https://docta.me/doctors/aneta-popovic","0","0","","","0","0","0"
"https://docta.me/doctors/vucinic-ranka?lang=en","0","0","","","0","0","0"
"https://docta.me/doctors/momcilo-vukcevic","0","0","","","0","0","0"
"https://docta.me/doctors/dragutin-cimbaljevic","0","0","","","0","0","0"
"https://docta.me/doctors/adnan-strikovic?lang=en","0","0","2026-06-12","2026-06-12","200","0","0"
"https://docta.me/doctors/ermin-harbic","0","0","","","0","0","0"
"https://docta.me/doctors/davorka-uskokovic","0","0","","","0","0","0"
"https://docta.me/doctors/aleksandra-scepanovic","0","0","","","0","0","0"
"https://docta.me/doctors/ana-bakic","0","0","2026-05-08","2026-05-08","200","0","0"
"https://docta.me/doctors/114","0","0","","","0","0","0"
"https://docta.me/doctors/divanovic-semsija","0","0","","2026-04-01","0","0","0"
"https://docta.me/doctors/selim-agic?lang=ru","0","0","","","0","0","0"
"https://docta.me/doctors/320","0","0","","","0","0","0"
"https://docta.me/doctors/sonja-velickovic","0","0","","","0","0","0"
"https://docta.me/doctors/milic-mimovic","0","0","","","0","0","0"
"https://docta.me/doctors/maja-terzic","0","0","","","0","0","0"
"https://docta.me/doctors/selma-djurbuzovic-ramovic?lang=en","0","0","","","0","0","0"
"https://docta.me/doctors/655","0","0","","","0","0","0"
"https://docta.me/doctors/ivan-kecina","0","0","","","0","0","0"
"https://docta.me/doctors/jadranka-kascelan-rekovic","0","0","","","0","0","0"
"https://docta.me/doctors/tamara-pejakovic?lang=en","0","0","","","0","0","0"
"https://docta.me/doctors/lidija-delevic","0","0","","","0","0","0"
"https://docta.me/doctors/346","0","0","","","0","0","0"
"https://docta.me/doctors/biljana-djurovic","0","0","","","0","0","0"
"https://docta.me/doctors/bojana-scekic","0","0","","","0","0","0"
"https://docta.me/doctors/534?lang=ru","0","0","","","0","0","0"
"https://docta.me/doctors/aleksandra-toljic","0","0","","","0","0","0"
"https://docta.me/doctors/bojan-komatina","0","0","","","0","0","0"
"https://docta.me/doctors/nebojsa-jovanovic","0","0","","","0","0","0"
"https://docta.me/doctors/jelena-pajcin","0","0","","","0","0","0"
"https://docta.me/doctors/marica-novosel?lang=ru","0","0","","","0","0","0"
"https://docta.me/doctors/zeljko-sankovic","0","0","","","0","0","0"
"https://docta.me/doctors/stanovic-andjela?lang=en","0","0","","","0","0","0"
"https://docta.me/doctors/jasmin-sabovic?lang=tr","0","0","","","0","0","0"
"https://docta.me/doctors/mitar-vukosavljevic","0","0","","","0","0","0"
"https://docta.me/doctors/lidija-krtolica?lang=sr-cyrl","0","0","","","0","0","0"
"https://docta.me/doctors/vanja-vukicevic","0","0","","","0","0","0"
"https://docta.me/doctors/ognjen-orlandic?lang=en","0","0","","","0","0","0"
"https://docta.me/doctors/343","0","0","","","0","0","0"
"https://docta.me/doctors/marica-novosel?lang=de","0","0","","","0","0","0"
"https://docta.me/doctors/bogdan-lazetic?lang=ru","0","0","","","0","0","0"
"https://docta.me/doctors/787","0","0","","","0","0","0"
"https://docta.me/doctors/drazen-mijanovic","0","0","","","0","0","0"
"https://docta.me/doctors/renata-khalikova?lang=en","0","0","","","0","0","0"
"https://docta.me/doctors/adzic-milena?lang=de","0","0","","","0","0","0"
"https://docta.me/doctors/strahinja-vranes","0","0","","","0","0","0"
"https://docta.me/doctors/sonja-vucetic","0","0","","","0","0","0"
"https://docta.me/doctors/574","0","0","","","0","0","0"
"https://docta.me/doctors/djuro-zgradic","0","0","","","0","0","0"
"https://docta.me/doctors/radonic-ivana","0","0","","2026-04-01","0","0","0"
"https://docta.me/doctors/svjetlana-mandic","0","0","2026-05-12","2026-05-12","200","0","0"
"https://docta.me/doctors/ljubica-zejak","0","0","","2026-04-01","0","0","0"
"https://docta.me/doctors/ljubica-veselinovic","0","0","","","0","0","0"
"https://docta.me/doctors/aleksandra-savic","0","0","","","0","0","0"
"https://docta.me/doctors/milena-martinovic","0","0","2026-04-04","2026-04-04","200","0","0"
"https://docta.me/doctors/becirovic-ermina","0","0","","2026-04-01","0","0","0"
"https://docta.me/doctors/dejan-musura","0","0","","","0","0","0"
"https://docta.me/doctors/snezana-sebek","0","0","","","0","0","0"
"https://docta.me/doctors/277","0","0","","","0","0","0"
"https://docta.me/doctors/jelena-colovic","0","0","","","0","0","0"
"https://docta.me/doctors/273","0","0","","","0","0","0"
"https://docta.me/doctors/milan-knezevic","0","0","","","0","0","0"
"https://docta.me/doctors/vesna-dzuverovic","0","0","","","0","0","0"
"https://docta.me/doctors/sabrina-hadziosmanovic","0","0","","","0","0","0"
"https://docta.me/doctors/310","0","0","","","0","0","0"
"https://docta.me/doctors/marija-zekic?lang=de","0","0","","","0","0","0"
"https://docta.me/doctors/vladimir-djukovic","0","0","","","0","0","0"
"https://docta.me/doctors/vladan-cipovic?lang=ru","0","0","","","0","0","0"
"https://docta.me/doctors/ivan-bozovic?lang=ru","0","0","","","0","0","0"
"https://docta.me/doctors/dusanka-milatovic","0","0","","","0","0","0"
"https://docta.me/doctors/jelena-savkovic","0","0","","","0","0","0"
"https://docta.me/doctors/430","0","0","","","0","0","0"
"https://docta.me/doctors/remka-medjedovic","0","0","","","0","0","0"
"https://docta.me/doctors/stanislav-novoselov","0","0","","","0","0","0"
"https://docta.me/doctors/mina-rakocevic","0","0","","","0","0","0"
"https://docta.me/doctors/jelena-mrsulja","0","0","","","0","0","0"
"https://docta.me/doctors/milan-jovanovic-pljevlja","0","0","","","0","0","0"
"https://docta.me/doctors/ranko-lisov","0","0","","","0","0","0"
"https://docta.me/doctors/sonja-lalovic?lang=tr","0","0","","","0","0","0"
"https://docta.me/doctors/nermin-abdic?lang=en","0","0","","","0","0","0"
"https://docta.me/doctors/zizic-jelena","0","0","2026-04-24","2026-04-01","200","0","0"
