"URL","Impressions","Clicks","Last crawled","Discovered on","HTTP code","Document size","Backlinks"
"https://docta.me/medications/elixir-infusion?lang=tr","0","0","","","0","0","0"
"https://docta.me/medications/furosemide","0","0","2026-04-01","2026-04-01","200","0","0"
