page	letter	letter_title	code	section_code	section_title	name_sr_lat	price_eur
13	D	OPERACIJE SA ANESTEZIJOM	D04065	D04	OPERACIJE - OTORINOLARINGOLOGIJA	DRENAŽA FRONTALNOG SINUSA PO RUTENBURG-U	283.56
13	D	OPERACIJE SA ANESTEZIJOM	D04066	D04	OPERACIJE - OTORINOLARINGOLOGIJA	FUNKCIONALNA ENDOSKOPSKA HIRURGIJA SINUSA (FES)	583.80
13	D	OPERACIJE SA ANESTEZIJOM	D04067	D04	OPERACIJE - OTORINOLARINGOLOGIJA	EKSTIRPACIJA KONGENITALNE FISTULE UHA	166.80
13	D	OPERACIJE SA ANESTEZIJOM	D04068	D04	OPERACIJE - OTORINOLARINGOLOGIJA	MIRINGOPLASTIKA, RETROAURIKULARNI PRISTUP	500.40
13	D	OPERACIJE SA ANESTEZIJOM	D04069	D04	OPERACIJE - OTORINOLARINGOLOGIJA	MIRINGOPLASTIKA SA REKONSTRUKCIJOM LANCA SLUŠNIH KOŠČICA	1000.80
13	D	OPERACIJE SA ANESTEZIJOM	D04070	D04	OPERACIJE - OTORINOLARINGOLOGIJA	RADIKALNA DISEKCIJA VRATA OBOSTRANA	1251.00
13	D	OPERACIJE SA ANESTEZIJOM	D04071	D04	OPERACIJE - OTORINOLARINGOLOGIJA	ABLACIJA NAZALNOG POLIPA, JEDNOSTRANA	66.72
13	D	OPERACIJE SA ANESTEZIJOM	D04072	D04	OPERACIJE - OTORINOLARINGOLOGIJA	HIRURŠKO ZATVARANJE OTVORA U NOSNOJ PREGRADI	467.04
13	D	OPERACIJE SA ANESTEZIJOM	D04073	D04	OPERACIJE - OTORINOLARINGOLOGIJA	ZATVARANJE FISTULE OKRUGLOG/ OVALNOG OTVORA UNUTRAŠNJEG UHA	333.60
13	D	OPERACIJE SA ANESTEZIJOM	D04074	D04	OPERACIJE - OTORINOLARINGOLOGIJA	DEEPITELIZACIJA IVICE PERFORIRANE BUBNE OPNE	208.50
13	D	OPERACIJE SA ANESTEZIJOM	D04075	D04	OPERACIJE - OTORINOLARINGOLOGIJA	EKSPLORACIJA SREDNJEG UHA	667.20
13	D	OPERACIJE SA ANESTEZIJOM	D04076	D04	OPERACIJE - OTORINOLARINGOLOGIJA	PLASTIKA HOANALNE MEMBRANOZNE ATREZIJE, JEDNOSTRANO	125.10
13	D	OPERACIJE SA ANESTEZIJOM	D04077	D04	OPERACIJE - OTORINOLARINGOLOGIJA	PLASTIKA HOANALNE MEMBRANOZNE ATREZIJE, OBOSTRANO	166.80
13	D	OPERACIJE SA ANESTEZIJOM	D04078	D04	OPERACIJE - OTORINOLARINGOLOGIJA	PLASTIKA HOANALNE KOŠTANE ATREZIJE, JEDNOSTRANO	500.40
13	D	OPERACIJE SA ANESTEZIJOM	D04079	D04	OPERACIJE - OTORINOLARINGOLOGIJA	PLASTIKA HOANALNE KOŠTANE ATREZIJE, OBOSTRANO	667.20
13	D	OPERACIJE SA ANESTEZIJOM	D04080	D04	OPERACIJE - OTORINOLARINGOLOGIJA	OPERACIJA SINUSA ( DE LIMA), JEDNOSTRANO	834.00
13	D	OPERACIJE SA ANESTEZIJOM	D04081	D04	OPERACIJE - OTORINOLARINGOLOGIJA	OPERACIJA SINUSA ( DE LIMA), OBOSTRANO	1167.60
13	D	OPERACIJE SA ANESTEZIJOM	D04082	D04	OPERACIJE - OTORINOLARINGOLOGIJA	UKLANJANJE CISTE VALEKULE	250.20
14	D	OPERACIJE SA ANESTEZIJOM	D04083	D04	OPERACIJE - OTORINOLARINGOLOGIJA	LARINGOTOMIJA ILI LARINGOFISURA	208.50
14	D	OPERACIJE SA ANESTEZIJOM	D05001	D05	OPERACIJE - ORTOPEDIJA	ARTROPLASTIKA ACETABULUMA I PROKSIMALNOG DIJELA FEMURA (CJEL	1668.00
14	D	OPERACIJE SA ANESTEZIJOM	D05002	D05	OPERACIJE - ORTOPEDIJA	FRAK FEMUR-ZATV ILI OTV (SLOŽENA) REPOZIC SA ILI BEZ UNUT FI	834.00
14	D	OPERACIJE SA ANESTEZIJOM	D05003	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA NOGE KROZ FEMUR,BILO KOJE VISINE	583.80
14	D	OPERACIJE SA ANESTEZIJOM	D05004	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA DIJAFIZE HUMERUSA-ZATVORENA ILI OTVORENA (SLOŽENA)	417.00
14	D	OPERACIJE SA ANESTEZIJOM	D05005	D05	OPERACIJE - ORTOPEDIJA	FRAK DIJAF ULNE-ZATV ILI OTV(SLOŽ),OTVOR REPO SA ILI BEZ S F	333.60
14	D	OPERACIJE SA ANESTEZIJOM	D05006	D05	OPERACIJE - ORTOPEDIJA	ARTROTOMIJA(KAPSULOTOMIJA),KOLJENA SA EKSP,DRENA I ODSTRA ST	500.40
14	D	OPERACIJE SA ANESTEZIJOM	D05007	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA TIBIJE, ZATV ILI OTV(SLOŽ)REPOZ,SA ILI BEZ UNUT FI	583.80
14	D	OPERACIJE SA ANESTEZIJOM	D05009	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA PATELE-OTVO(SLOŽENA)REPOZ,SA REPAR I/ILI EKSCIZIJO	500.40
14	D	OPERACIJE SA ANESTEZIJOM	D05010	D05	OPERACIJE - ORTOPEDIJA	SUTURA RUPTURIRANE AHILOVE TETIVE	458.70
14	D	OPERACIJE SA ANESTEZIJOM	D05011	D05	OPERACIJE - ORTOPEDIJA	DEKOMPRESIJA ŽIVCA ŠAKE U KARPALNOM KANALU	500.40
14	D	OPERACIJE SA ANESTEZIJOM	D05012	D05	OPERACIJE - ORTOPEDIJA	FASCIOTOMIJA KOD DUPUYTREN-OVE KONTRAKTURE,TOTALNA	500.40
14	D	OPERACIJE SA ANESTEZIJOM	D05013	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA RUKE GILJOTINSKA	375.30
14	D	OPERACIJE SA ANESTEZIJOM	D05014	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA DIJAFIZE RADIUSA I ULNE - OTVORENA(SLOŽENA) SA PROS	250.20
14	D	OPERACIJE SA ANESTEZIJOM	D05016	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA PODLAKTICE KROZ RADIUS I ULNU	375.30
14	D	OPERACIJE SA ANESTEZIJOM	D05017	D05	OPERACIJE - ORTOPEDIJA	TENOTOMIJA FLEKSORA,OTVORENA,VIŠE OD JEDNE TENOTOMIJE,KROZ I	250.20
14	D	OPERACIJE SA ANESTEZIJOM	D05018	D05	OPERACIJE - ORTOPEDIJA	TENOTOMIJA FLEKSORA,OTVORENA,VIŠE PRSTIJU	333.60
14	D	OPERACIJE SA ANESTEZIJOM	D05019	D05	OPERACIJE - ORTOPEDIJA	FRAK METAKARPUSA-ZAT ILI OTVOR (KOMPLIKO)REP SA ILI UNUT ILI	291.90
14	D	OPERACIJE SA ANESTEZIJOM	D05020	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA ŠAKE KROZ METAKARPALNI ZGLOB	417.00
14	D	OPERACIJE SA ANESTEZIJOM	D05021	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA METAKARPUSA SA PRSTOM ILI PALCEM JEDNA	291.90
14	D	OPERACIJE SA ANESTEZIJOM	D05022	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA PRSTA ŠAKE,BILO KOJEG ZGLOBA ILI FALANGE, JEDNE	125.10
14	D	OPERACIJE SA ANESTEZIJOM	D05023	D05	OPERACIJE - ORTOPEDIJA	DEZARTIKULACIJA KUKA	1125.90
14	D	OPERACIJE SA ANESTEZIJOM	D05024	D05	OPERACIJE - ORTOPEDIJA	EKSCIZIJA PREPATELARNE BURZE	208.50
14	D	OPERACIJE SA ANESTEZIJOM	D05025	D05	OPERACIJE - ORTOPEDIJA	PARCIJALNA EKSCIZIJA KOSTI(KIRETAŽA,SEKVESTRACIJA,DIJAFIZEKT	500.40
14	D	OPERACIJE SA ANESTEZIJOM	D05026	D05	OPERACIJE - ORTOPEDIJA	REPARACIJA KOLATERALNOG ILI LIGAMENTARNOG KRUCIJATA	817.32
14	D	OPERACIJE SA ANESTEZIJOM	D05029	D05	OPERACIJE - ORTOPEDIJA	OSTEOTOMIJA TIBIJE	500.40
14	D	OPERACIJE SA ANESTEZIJOM	D05030	D05	OPERACIJE - ORTOPEDIJA	FRAK DIJAF TIBIJE-ZAT ILI OTV(SLOŽ)REPO SA UNUT ILI SPOLJ FI	500.40
14	D	OPERACIJE SA ANESTEZIJOM	D05032	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA NOGE KROZ TIBIJU I FIBULU	500.40
14	D	OPERACIJE SA ANESTEZIJOM	D05033	D05	OPERACIJE - ORTOPEDIJA	FASCIOTOMIJA,PLANTARNA I/ILI PRSTA SUBKUTANA	100.08
14	D	OPERACIJE SA ANESTEZIJOM	D05034	D05	OPERACIJE - ORTOPEDIJA	TENOLIZA FLEKSORA STOPALA,VIŠE(KROZ ISTI REZ)	250.20
14	D	OPERACIJE SA ANESTEZIJOM	D05035	D05	OPERACIJE - ORTOPEDIJA	TENOLIZA EXTENZORA STOPALA,VIŠE(KROZ ISTI REZ)	133.44
14	D	OPERACIJE SA ANESTEZIJOM	D05036	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA STOPALA KROZ TARZUS(SCHOPAPT TIP)	417.00
14	D	OPERACIJE SA ANESTEZIJOM	D05037	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA STOPALA-TRANSMETATARZALNA	417.00
14	D	OPERACIJE SA ANESTEZIJOM	D05038	D05	OPERACIJE - ORTOPEDIJA	OSTEOTOMIJA DRUGE FALANGE, BILO KOJI PRST	83.40
14	D	OPERACIJE SA ANESTEZIJOM	D05039	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA PRSTA KROZ INTERFALANGEALNI ZGLOB	83.40
14	D	OPERACIJE SA ANESTEZIJOM	D05045	D05	OPERACIJE - ORTOPEDIJA	EKSCIZ LEZ TET OMOT ILI KAPS(NPR.CISTA ILI GANGL)POTKO I STO	125.10
14	D	OPERACIJE SA ANESTEZIJOM	D05046	D05	OPERACIJE - ORTOPEDIJA	DISLOKACIJA ZGLOBA GLEŽNJA-MANIPULATIVNA REPOZICIJA	125.10
14	D	OPERACIJE SA ANESTEZIJOM	D05048	D05	OPERACIJE - ORTOPEDIJA	FRAK FALANGE PALCA STOP-ZATV ILI OTV(SLOŽ)REP SA ILI BEZ UNU	125.10
14	D	OPERACIJE SA ANESTEZIJOM	D05049	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA JEDNOG PRSTA	166.80
14	D	OPERACIJE SA ANESTEZIJOM	D05051	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA LAKTA, MONTEGGIA TIP(FRAKTURA PROKSIMALNOG KRAJA	166.80
15	D	OPERACIJE SA ANESTEZIJOM	D05053	D05	OPERACIJE - ORTOPEDIJA	FRAK PROKSIM ILI SREDNJE FALANGE PRSTA ŠAKE-ZATV ILI OTV(SLO	166.80
15	D	OPERACIJE SA ANESTEZIJOM	D05054	D05	OPERACIJE - ORTOPEDIJA	EKSCIZIJA TROHANTERIČNIH BURZA ILI KALCIFIKATA	166.80
15	D	OPERACIJE SA ANESTEZIJOM	D05055	D05	OPERACIJE - ORTOPEDIJA	REPARACIJA TETIVE EKSTENZORA PRIMARNA, JEDNA ILI VIŠE	166.80
15	D	OPERACIJE SA ANESTEZIJOM	D05056	D05	OPERACIJE - ORTOPEDIJA	OSTEKTOMIJA GLAVICE METATARZALNE KOSTI, JEDNA ILI VIŠE	166.80
15	D	OPERACIJE SA ANESTEZIJOM	D05057	D05	OPERACIJE - ORTOPEDIJA	DISLOK METATARZO-FALANGEALNOG ZGL-ZATV ILI OTV(SLOŽ)REP SA I	166.80
15	D	OPERACIJE SA ANESTEZIJOM	D05058	D05	OPERACIJE - ORTOPEDIJA	PRIMARNA NEURORAFIJA PERIFERNOG ŽIVCA	166.80
15	D	OPERACIJE SA ANESTEZIJOM	D05059	D05	OPERACIJE - ORTOPEDIJA	HALUX VALGUS, KOREKCIJA POMOĆU X-OSTEKTOMIJE	200.16
15	D	OPERACIJE SA ANESTEZIJOM	D05060	D05	OPERACIJE - ORTOPEDIJA	TENOTOMIJA FLEKSORA,OTVORENA PRST JEDAN ILI VIŠE	208.50
15	D	OPERACIJE SA ANESTEZIJOM	D05061	D05	OPERACIJE - ORTOPEDIJA	TENOTOMIJA EKSTENZORA ŠAKE I STOPALA	208.50
15	D	OPERACIJE SA ANESTEZIJOM	D05062	D05	OPERACIJE - ORTOPEDIJA	FRAK KLAVIK- OTVOREN ILI ZATVORENA MANIPULATIVNA REPOZICIJA	208.50
15	D	OPERACIJE SA ANESTEZIJOM	D05065	D05	OPERACIJE - ORTOPEDIJA	FRAK DISTAL EPIFIZ RADIUSA-OTVOR I ZATVOR,MANIPULATIVNA REPO	208.50
15	D	OPERACIJE SA ANESTEZIJOM	D05066	D05	OPERACIJE - ORTOPEDIJA	FASCIOTOMIJA,PALMARNA,SUBKUTANA(KOD DUPUYTREN-OVE	208.50
15	D	OPERACIJE SA ANESTEZIJOM	D05068	D05	OPERACIJE - ORTOPEDIJA	EKSCIZ CISTE ILI BENIG TUM (NP.KRILO BEDRENE K)SA ILI BEZ AU	208.50
15	D	OPERACIJE SA ANESTEZIJOM	D05069	D05	OPERACIJE - ORTOPEDIJA	FASCIOTOMIJA POTKOLJENICE DEKOMPRESIJOM	208.50
15	D	OPERACIJE SA ANESTEZIJOM	D05070	D05	OPERACIJE - ORTOPEDIJA	TENOLIZA FLEKSORA STOPALA, JEDNA ILI VIŠE	208.50
15	D	OPERACIJE SA ANESTEZIJOM	D05071	D05	OPERACIJE - ORTOPEDIJA	OSTEOTOMIJA METATARZALNE KOSTI, JEDNE ILI VIŠE	233.52
15	D	OPERACIJE SA ANESTEZIJOM	D05072	D05	OPERACIJE - ORTOPEDIJA	OSTEOTOM PROKSIMAL FALANGE PALCA ZA SKRAĆENJ, UGAO ILI ROT K	233.52
15	D	OPERACIJE SA ANESTEZIJOM	D05073	D05	OPERACIJE - ORTOPEDIJA	REPARACIJA SUT FLEKSOR TET STOPAL,PRIM ILI SEK,JEDNA ILI VIŠ	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05074	D05	OPERACIJE - ORTOPEDIJA	FASCIOTOM,LATER ILI MEDIJAL(NP.EPIKONDILITIS"TENIS LAKAT)	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05075	D05	OPERACIJE - ORTOPEDIJA	FRAK EPIKONDILA, MEDIJ ILI LATER-OTV(SLO)SA KIŠNER I. ILI PL	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05076	D05	OPERACIJE - ORTOPEDIJA	FRAK KARPALNE KOS-ZATV ILI OTV(SLOŽ),OTVOR REPOZ SA KIŠNER I	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05078	D05	OPERACIJE - ORTOPEDIJA	METAKARPOFALANGEALNA DISLOK-ZATV ILI OTV(SLO)REP SA ILI BEZ	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05079	D05	OPERACIJE - ORTOPEDIJA	PRIMAR REPAR ILI SUT TET FLEKSORA POTKOLJEN,JEDNA ILI VIŠE	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05080	D05	OPERACIJE - ORTOPEDIJA	REAMPUTACIJA NOGE KROZ TIBIJU ILI FIBULU	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05081	D05	OPERACIJE - ORTOPEDIJA	ARTROTOMIJA (KAPSULOTOMIJA) SA EKSPLORACIJOM,DRENAŽOM ILI	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05082	D05	OPERACIJE - ORTOPEDIJA	FRAK TARZ KOST-ZATV ILI OTV (SLOŽ)REPOZ SA ILI BEZ UNUTR ILI	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05083	D05	OPERACIJE - ORTOPEDIJA	FRAK METATARZ KOST-ZATV ILI OTV(SLOŽ)REPOZ SA ILI BEZ UNUTRA	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05084	D05	OPERACIJE - ORTOPEDIJA	DISLOK TARZAL KOSTI-ZATV ILI OTV (SLOŽ)REP SA ILI BEZ UNUT I	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05085	D05	OPERACIJE - ORTOPEDIJA	DISLOK TARZOMETATARZALNOG ZGL-ZATV ILI OTV(SLOŽ)REPOZ SA ILI	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05086	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA METATARZUSA SA JEDNIM PRSTOM ILI VIŠE	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05087	D05	OPERACIJE - ORTOPEDIJA	FASCIEKTOMIJA DUPUYTREN-OVE KONTRAKTURE PARCIJALNE	250.20
15	D	OPERACIJE SA ANESTEZIJOM	D05088	D05	OPERACIJE - ORTOPEDIJA	OSTEOTOMIJA METATARZALNE KOSTI	291.90
15	D	OPERACIJE SA ANESTEZIJOM	D05089	D05	OPERACIJE - ORTOPEDIJA	EKSCIZIJA CISTE ILI BENIGNOG TUMORA RADIUSA ILI ULNE(	291.90
15	D	OPERACIJE SA ANESTEZIJOM	D05090	D05	OPERACIJE - ORTOPEDIJA	PARCIJALNA EKSCIZIJA KOSTI(KIRETAŽA,SEKVESTRACIJA,	291.90
15	D	OPERACIJE SA ANESTEZIJOM	D05091	D05	OPERACIJE - ORTOPEDIJA	KAPSULOTOMIJA ILI KAPSULOPLASTIKA KOD KONTRAKTURE	291.90
15	D	OPERACIJE SA ANESTEZIJOM	D05092	D05	OPERACIJE - ORTOPEDIJA	KAPSULOTOM ILI KAPSULOPLAST KOD KONTRAK INTERFALANG ZGL,JED	291.90
15	D	OPERACIJE SA ANESTEZIJOM	D05093	D05	OPERACIJE - ORTOPEDIJA	ZATVOR ILI OTV REPOZ SA ILI BEZ UNUTRAŠ ILI SPOLJAŠ FIKS ILI	333.60
15	D	OPERACIJE SA ANESTEZIJOM	D05095	D05	OPERACIJE - ORTOPEDIJA	ZATVORENA MANIPULATIVNA REPOZICIJA FRAKTURE ACETABULUMA SA T	333.60
15	D	OPERACIJE SA ANESTEZIJOM	D05096	D05	OPERACIJE - ORTOPEDIJA	EKSCIZIJA SINOVIJALNE CISTE POPLITEALNE JAME (BAKEROVA CISTA	333.60
15	D	OPERACIJE SA ANESTEZIJOM	D05097	D05	OPERACIJE - ORTOPEDIJA	RESEKCIJA GLAVICE RADIUSA	333.60
15	D	OPERACIJE SA ANESTEZIJOM	D05098	D05	OPERACIJE - ORTOPEDIJA	FRAK PROKSIM KRAJA ULNE(OLEKRANONA)-ZATV ILIOTV(SLOŽ)REPOZ S	333.60
15	D	OPERACIJE SA ANESTEZIJOM	D05099	D05	OPERACIJE - ORTOPEDIJA	PODLAKTICA I ZGLOB RUČJA-SINOVEKTOMIJA	333.60
15	D	OPERACIJE SA ANESTEZIJOM	D05100	D05	OPERACIJE - ORTOPEDIJA	FRAK DIJAF RADIUSA ZATV ILI OTV(SLOŽ) SAOTV REPOZ,SA ILI BEZ	333.60
16	D	OPERACIJE SA ANESTEZIJOM	D05101	D05	OPERACIJE - ORTOPEDIJA	EKSCIZIJA TETIVE FLEKSORA, DLANA VIŠE EKSCIZIJA	333.60
16	D	OPERACIJE SA ANESTEZIJOM	D05102	D05	OPERACIJE - ORTOPEDIJA	PARCIJLNA EKSCIZIJA KOSTI(KIRETAŽA,SEKVESTSTRACIJA ILI	333.60
16	D	OPERACIJE SA ANESTEZIJOM	D05103	D05	OPERACIJE - ORTOPEDIJA	FRAK FIBULE-ZATVO ILI OTV (SLOŽ)REPOZ SA ILI BEZ UNUTR ILI S	333.60
16	D	OPERACIJE SA ANESTEZIJOM	D05104	D05	OPERACIJE - ORTOPEDIJA	PARCIJALNA EKSCIZIJA KOSTI KOD OSTEOMIJELITA TALUSA	333.60
16	D	OPERACIJE SA ANESTEZIJOM	D05105	D05	OPERACIJE - ORTOPEDIJA	PRIMARNA NEURORAFIJA ULNARISA ILI MEDIANUSA U VISINI	333.60
16	D	OPERACIJE SA ANESTEZIJOM	D05106	D05	OPERACIJE - ORTOPEDIJA	OSTEOTOMIJA,UKLJUČUJUĆI I UNUTRAŠNJU FIKSACIJU KALKANEUSA	375.30
16	D	OPERACIJE SA ANESTEZIJOM	D05107	D05	OPERACIJE - ORTOPEDIJA	OSTEOTOMIJA TALUSA	375.30
16	D	OPERACIJE SA ANESTEZIJOM	D05108	D05	OPERACIJE - ORTOPEDIJA	FRAK KLAVIK ZATVO ILI OTV (SLOŽ) REPOZ SA ILI BEZ UNUT ILI S	375.30
16	D	OPERACIJE SA ANESTEZIJOM	D05109	D05	OPERACIJE - ORTOPEDIJA	EKSCIZIJA CISTE ILI BENIGNOG TUMORA HUMERUSA	375.30
16	D	OPERACIJE SA ANESTEZIJOM	D05110	D05	OPERACIJE - ORTOPEDIJA	ARTROTOMIJA(KAPSULOTOMIJA) GLEŽNJA SA EKSPLORACIJOM,	375.30
16	D	OPERACIJE SA ANESTEZIJOM	D05111	D05	OPERACIJE - ORTOPEDIJA	HALUX VALGUS, KOREKCIJA SA METATARZALNOM OSTEOTOMIJOM	375.30
16	D	OPERACIJE SA ANESTEZIJOM	D05112	D05	OPERACIJE - ORTOPEDIJA	ZATVORENA MANIPULATIVNA REPOZICIJA FRAKTURE VRATA FEMURA	400.32
16	D	OPERACIJE SA ANESTEZIJOM	D05113	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA FEMURA INTERTROHANTERIČNA ILI PERITROHANTERIČNA - Z	400.32
16	D	OPERACIJE SA ANESTEZIJOM	D05114	D05	OPERACIJE - ORTOPEDIJA	FASCIEKTOMIJA, EKSCIZIJA DO JEDNE POLOVINE PALMARNE FASCIJE	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05115	D05	OPERACIJE - ORTOPEDIJA	SUPRAKONDILARNA ILI TRANSKONDILARNA FRAKTURA HUMERUSA,ZATVOR	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05116	D05	OPERACIJE - ORTOPEDIJA	EKSCIZIJA CISTE ILI BENIGNOG TUMORA TIBIJE ILI FIBULE	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05117	D05	OPERACIJE - ORTOPEDIJA	RAME-ARTROTOMIJA(KAPSULOTOMIJA) SA EKSPLORACIJOM,	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05118	D05	OPERACIJE - ORTOPEDIJA	ARTROTOMIJA(KAPSULOTOMIJA) LAKATNOG ZGLOBA,SA EKSPLORACIJOM	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05119	D05	OPERACIJE - ORTOPEDIJA	FRAK METAKARPUSA-ZATVO ILI OTV (SLOŽ) REPOZ SA ILI BEZ UNUT	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05120	D05	OPERACIJE - ORTOPEDIJA	KARPO-METAKARPALNA DISLOK PALCA ZATVO ILI OTV(SLOŽ)REPOZ SA	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05121	D05	OPERACIJE - ORTOPEDIJA	REAMPUTACIJA NOGE KROZ FEMUR	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05122	D05	OPERACIJE - ORTOPEDIJA	PRIMARNA SUTURA RUPTURIRANOG ILI PREKINUTOG KOLATERALNOG	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05123	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA KALKANEUSA-ZATVORENA ILI OTVORENA (SLOŽENA)	417.00
16	D	OPERACIJE SA ANESTEZIJOM	D05124	D05	OPERACIJE - ORTOPEDIJA	EKSCIZIJA CISTE ILI BENIGNOG TUMORA-FEMURA	458.70
16	D	OPERACIJE SA ANESTEZIJOM	D05125	D05	OPERACIJE - ORTOPEDIJA	SUTURA INFRAPATELARNE TETIVE	458.70
16	D	OPERACIJE SA ANESTEZIJOM	D05126	D05	OPERACIJE - ORTOPEDIJA	DISLOKACIJA PATELE, ZATVORENA ILI OTVORENA (SLOŽENA) REPOZIC	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05127	D05	OPERACIJE - ORTOPEDIJA	BIMALEOLARNA FRAK.GLEŽNJ, ZAT ILI OTV(SLO)REPOZ SA ILI BEZ	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05128	D05	OPERACIJE - ORTOPEDIJA	DISLOKACIJA AKROMIOKLAVIKULARNOG ZGLOBA-ZATVORENA ILI	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05129	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA HIRURŠKOG VRATA SKAPULE-ZATVORENA ILI OTVORENA,	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05130	D05	OPERACIJE - ORTOPEDIJA	DISLOKACIJA RAMENA,ZATVORENA ILI OTVORENA(SLOŽENA)	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05131	D05	OPERACIJE - ORTOPEDIJA	FRAKTURA EPIKONDILA, MEDIJALNOG ILI LATERALNOG-ZATVORENA	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05132	D05	OPERACIJE - ORTOPEDIJA	FRAK LAKTA (FRAK PROKSIMALNOG KRAJA ULNE SA DISLOK GLAVE RAD	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05133	D05	OPERACIJE - ORTOPEDIJA	AMPUTACIJA RUKE KROZ HUMERUS	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05134	D05	OPERACIJE - ORTOPEDIJA	TRANSNAVIKULARNO PERILUNARNI TIP FRAKTURE-ZATVORENA ILI	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05135	D05	OPERACIJE - ORTOPEDIJA	SINOVEKTOMIJA GLEŽNJA	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05136	D05	OPERACIJE - ORTOPEDIJA	DISLOKACIJA ZGLOBA GLEŽNJA-ZATVORENA ILI OTVORENA(SLOŽENA),	500.40
16	D	OPERACIJE SA ANESTEZIJOM	D05137	D05	OPERACIJE - ORTOPEDIJA	SUTURA KOD RUPTURE M.QUADRICEPSA	542.10
16	D	OPERACIJE SA ANESTEZIJOM	D05138	D05	OPERACIJE - ORTOPEDIJA	FRAK CRURISA,ZATVO ILI OTV (SLOŽ) REPOZ SA ILI BEZ UNUTR ILI	583.80
16	D	OPERACIJE SA ANESTEZIJOM	D05139	D05	OPERACIJE - ORTOPEDIJA	REPARACIJA RUPTURIRANE TETIVE SUPRASPINATUSA ILI	583.80
16	D	OPERACIJE SA ANESTEZIJOM	D05140	D05	OPERACIJE - ORTOPEDIJA	REPARACIJA PSEUDOARTROZE NAVIKULARNE KOSTI SA ILI BEZ	583.80
16	D	OPERACIJE SA ANESTEZIJOM	D05141	D05	OPERACIJE - ORTOPEDIJA	FASCIEKTOMIJA KOMPLETNA	583.80
16	D	OPERACIJE SA ANESTEZIJOM	D05142	D05	OPERACIJE - ORTOPEDIJA	PRIMARNA SUTURA RUPTURIRANOG ILI PREKINUTOG KOLATERALNOG	583.80
16	D	OPERACIJE SA ANESTEZIJOM	D05143	D05	OPERACIJE - ORTOPEDIJA	TRIMALEOLARNA FRAK GLEŽNJA-ZATVO ILI OTV (SLOŽ)REPOZ SA ILI	583.80
17	D	OPERACIJE SA ANESTEZIJOM	D05144	D05	OPERACIJE - ORTOPEDIJA	PRIMARNA TENDORAFIJA VIŠE FLEKSORNIH TETIVA UZ EKSTIRPACIJU	583.80
